,Id,Series,Time,CPU_Load,Power,Network_RX,Network_TX,Inlet_Temperature,CPU1_Temperature,CPU2_Temperature,Fan_speed1,Fan_speed2,Fan_speed3,Fan_speed4,Ram,Ram_Used,No_Of_Running_vms,CPU_cores,CPU_cores_used,Ambient_Temperature,Cooling_Power,Total_Power,CPU_Temp_Max
0,qh2-rcc1792018-10-0911:20:00,qh2-rcc179 ,2018-10-09 11:20:00,25.94,273.73,942553.93,1480629.24,19.35,70.63,56.27,9293.67,9275.0,9307.67,9265.67,515639.0,444982.0,9.0,64.0,64.0,89.98,91.22,364.95,70.63
1,qh2-rcc1792018-10-0911:30:00,qh2-rcc179 ,2018-10-09 11:30:00,26.06,272.67,310775.2,653462.52,19.98,70.23,55.8,9236.5,9233.0,9247.0,9216.67,515639.0,444982.0,9.0,64.0,64.0,90.22,90.86,363.53,70.23
2,qh2-rcc1792018-10-0911:40:00,qh2-rcc179 ,2018-10-09 11:40:00,26.22,277.07,597252.82,1272953.18,20.0,71.27,56.75,9186.33,9184.0,9198.0,9174.67,515639.0,444982.0,9.0,64.0,64.0,91.27,92.33,369.39,71.27
3,qh2-rcc1792018-10-0911:50:00,qh2-rcc179 ,2018-10-09 11:50:00,25.55,266.4,940987.25,1372885.5,19.95,69.13,54.05,9291.33,9282.0,9294.83,9261.0,515639.0,444982.0,9.0,64.0,64.0,89.08,88.77,355.17,69.13
4,qh2-rcc1792018-10-0912:00:00,qh2-rcc179 ,2018-10-09 12:00:00,26.52,279.73,547129.22,783069.05,20.0,71.25,54.9,9165.33,9160.67,9165.33,9146.67,515639.0,444982.0,9.0,64.0,64.0,91.25,93.22,372.95,71.25
5,qh2-rcc1792018-10-0912:10:00,qh2-rcc179 ,2018-10-09 12:10:00,26.76,279.47,455512.07,1033661.34,20.0,71.65,55.37,9177.0,9186.33,9186.33,9164.17,515639.0,444982.0,9.0,64.0,64.0,91.65,93.13,372.59,71.65
6,qh2-rcc1792018-10-0912:20:00,qh2-rcc179 ,2018-10-09 12:20:00,27.02,279.2,637595.28,1229712.73,20.0,71.47,54.47,9156.0,9163.0,9184.0,9146.67,515639.0,444982.0,9.0,64.0,64.0,91.47,93.04,372.24,71.47
7,qh2-rcc1792018-10-0912:30:00,qh2-rcc179 ,2018-10-09 12:30:00,26.71,281.47,546918.85,885177.54,20.0,71.83,54.93,9180.5,9177.0,9191.0,9166.5,515639.0,444982.0,9.0,64.0,64.0,91.83,93.79,375.26,71.83
8,qh2-rcc1792018-10-0912:40:00,qh2-rcc179 ,2018-10-09 12:40:00,26.62,282.13,266386.97,645425.5,20.0,71.83,54.83,9170.0,9173.5,9191.0,9159.5,515639.0,444982.0,9.0,64.0,64.0,91.83,94.02,376.15,71.83
9,qh2-rcc1792018-10-0912:50:00,qh2-rcc179 ,2018-10-09 12:50:00,26.78,282.8,704692.74,1124555.24,20.0,72.03,55.22,9179.33,9177.0,9177.0,9163.0,515639.0,444982.0,9.0,64.0,64.0,92.03,94.24,377.04,72.03
