,Id,Series,Time,CPU_Load,Power,Network_RX,Network_TX,Inlet_Temperature,CPU1_Temperature,CPU2_Temperature,Fan_speed1,Fan_speed2,Fan_speed3,Fan_speed4,Ram,Ram_Used,No_Of_Running_vms,CPU_cores,CPU_cores_used,Ambient_Temperature,Cooling_Power,Total_Power,CPU_Temp_Max
0,qh2-rcc1392018-10-0911:20:00,qh2-rcc139 ,2018-10-09 11:20:00,14.36,200.93,2368751.45,372939.03,16.75,56.87,50.7,9727.67,9725.33,9733.5,9710.17,515639.0,432694.0,8.0,64.0,60.0,73.62,88.73,289.66,56.87
1,qh2-rcc1392018-10-0911:30:00,qh2-rcc139 ,2018-10-09 11:30:00,13.95,200.0,2193234.89,283014.44,16.28,57.23,50.57,9612.17,9607.5,9612.17,9583.0,515639.0,432694.0,8.0,64.0,60.0,73.52,88.32,288.32,57.23
2,qh2-rcc1392018-10-0911:40:00,qh2-rcc139 ,2018-10-09 11:40:00,14.85,202.13,2278839.12,649733.75,16.5,57.73,50.88,9667.0,9684.5,9662.33,9650.67,515639.0,432694.0,8.0,64.0,60.0,74.23,89.26,291.39,57.73
3,qh2-rcc1392018-10-0911:50:00,qh2-rcc139 ,2018-10-09 11:50:00,14.49,201.87,2455033.22,432344.57,16.43,57.92,51.05,9555.0,9588.83,9545.67,9545.67,515639.0,432694.0,8.0,64.0,60.0,74.35,89.14,291.01,57.92
4,qh2-rcc1392018-10-0912:00:00,qh2-rcc139 ,2018-10-09 12:00:00,15.17,204.93,3218166.4,198703.93,16.73,58.03,51.68,9637.83,9654.17,9619.17,9588.83,515639.0,432694.0,8.0,64.0,60.0,74.77,90.49,295.43,58.03
5,qh2-rcc1392018-10-0912:10:00,qh2-rcc139 ,2018-10-09 12:10:00,14.38,194.67,1227790.0,555314.38,16.87,57.28,49.72,9713.67,9713.67,9688.0,9671.67,515639.0,432694.0,8.0,64.0,60.0,74.15,85.96,280.63,57.28
6,qh2-rcc1392018-10-0912:20:00,qh2-rcc139 ,2018-10-09 12:20:00,14.29,200.93,2257176.43,506619.56,16.53,57.23,49.83,9773.17,9793.0,9774.33,9781.33,515639.0,432694.0,8.0,64.0,60.0,73.77,88.73,289.66,57.23
7,qh2-rcc1392018-10-0912:30:00,qh2-rcc139 ,2018-10-09 12:30:00,14.6,204.4,2348539.74,245167.93,17.0,57.75,50.6,9845.5,9880.5,9867.67,9846.67,515639.0,432694.0,8.0,64.0,60.0,74.75,90.26,294.66,57.75
8,qh2-rcc1392018-10-0912:40:00,qh2-rcc139 ,2018-10-09 12:40:00,14.39,199.33,1025345.48,404602.93,16.4,57.83,49.93,9682.17,9682.17,9648.33,9640.17,515639.0,432694.0,8.0,64.0,60.0,74.23,88.02,287.35,57.83
9,qh2-rcc1392018-10-0912:50:00,qh2-rcc139 ,2018-10-09 12:50:00,12.7,188.53,1212161.59,396819.93,16.92,56.78,47.97,9653.0,9670.5,9641.33,9623.83,515639.0,432694.0,8.0,64.0,60.0,73.7,83.25,271.79,56.78
10,qh2-rcc1392018-10-0913:00:00,qh2-rcc139 ,2018-10-09 13:00:00,10.1,175.87,197099.86,275995.2,16.38,55.1,45.78,9584.17,9577.17,9539.83,9530.5,515639.0,432694.0,8.0,64.0,60.0,71.48,77.66,253.53,55.1
11,qh2-rcc1392018-10-0913:10:00,qh2-rcc139 ,2018-10-09 13:10:00,8.97,176.67,1848370.27,325948.22,16.87,55.07,45.83,9545.67,9572.5,9550.33,9524.67,515639.0,432694.0,8.0,64.0,60.0,71.93,78.01,254.68,55.07
12,qh2-rcc1392018-10-0913:20:00,qh2-rcc139 ,2018-10-09 13:20:00,6.17,159.2,2004846.27,434142.88,16.45,53.42,43.33,9178.17,9179.33,9177.0,9137.33,515639.0,432694.0,8.0,64.0,60.0,69.87,70.3,229.5,53.42
13,qh2-rcc1392018-10-0913:30:00,qh2-rcc139 ,2018-10-09 13:30:00,6.87,163.2,2102026.56,342896.45,16.72,53.78,44.73,9161.83,9193.33,9139.67,9136.17,515639.0,432694.0,8.0,64.0,60.0,70.5,72.07,235.27,53.78
14,qh2-rcc1392018-10-0913:40:00,qh2-rcc139 ,2018-10-09 13:40:00,6.21,163.07,864558.63,369423.83,16.47,54.18,44.53,9102.33,9073.17,9045.17,9030.0,515639.0,432694.0,8.0,64.0,60.0,70.65,72.01,235.07,54.18
15,qh2-rcc1392018-10-0913:50:00,qh2-rcc139 ,2018-10-09 13:50:00,7.03,168.67,1837385.08,381235.07,16.92,54.58,44.97,9185.17,9196.83,9182.83,9159.5,515639.0,432694.0,8.0,64.0,60.0,71.5,74.48,243.15,54.58
16,qh2-rcc1392018-10-0914:00:00,qh2-rcc139 ,2018-10-09 14:00:00,8.06,175.07,1726974.78,548387.64,16.28,55.4,44.92,9115.17,9117.5,9105.83,9063.83,515639.0,432694.0,8.0,64.0,60.0,71.68,77.31,252.37,55.4
17,qh2-rcc1392018-10-0914:10:00,qh2-rcc139 ,2018-10-09 14:10:00,6.93,169.2,1572672.54,443618.18,16.55,55.42,45.35,8972.83,8991.5,8967.0,8963.5,515639.0,432694.0,8.0,64.0,60.0,71.97,74.71,243.91,55.42
18,qh2-rcc1392018-10-0914:20:00,qh2-rcc139 ,2018-10-09 14:20:00,6.63,168.13,4317903.27,1298912.46,16.58,55.55,45.27,8998.5,9019.5,8998.5,8981.0,515639.0,432694.0,8.0,64.0,60.0,72.13,74.24,242.38,55.55
19,qh2-rcc1392018-10-0914:30:00,qh2-rcc139 ,2018-10-09 14:30:00,10.89,182.93,1981007.54,1679534.77,16.07,57.18,48.38,8951.83,8983.33,8955.33,8940.17,515639.0,432694.0,8.0,64.0,60.0,73.25,80.78,263.71,57.18
20,qh2-rcc1392018-10-0914:40:00,qh2-rcc139 ,2018-10-09 14:40:00,14.05,202.0,2080004.56,904659.46,16.97,59.68,52.03,9346.17,9348.5,9343.83,9317.0,515639.0,432694.0,8.0,64.0,60.0,76.65,89.2,291.2,59.68
21,qh2-rcc1392018-10-0914:50:00,qh2-rcc139 ,2018-10-09 14:50:00,14.27,201.2,2254254.8,1095838.38,16.53,57.17,50.07,9830.33,9823.33,9811.67,9776.67,515639.0,432694.0,8.0,64.0,60.0,73.7,88.85,290.05,57.17
22,qh2-rcc1392018-10-0915:00:00,qh2-rcc139 ,2018-10-09 15:00:00,16.91,211.2,2254002.04,5131099.39,16.92,59.17,52.2,9662.33,9677.5,9664.67,9648.33,515639.0,432694.0,8.0,64.0,60.0,76.08,93.26,304.46,59.17
23,qh2-rcc1392018-10-0915:10:00,qh2-rcc139 ,2018-10-09 15:10:00,14.51,211.33,1716610.57,1298766.34,16.98,58.17,52.13,9683.33,9688.0,9671.67,9648.33,515639.0,432694.0,8.0,64.0,60.0,75.15,93.32,304.65,58.17
24,qh2-rcc1392018-10-0915:20:00,qh2-rcc139 ,2018-10-09 15:20:00,7.59,169.47,1888032.2,1517121.23,17.0,55.98,45.52,9184.0,9193.33,9175.83,9163.0,515639.0,432694.0,8.0,64.0,60.0,72.98,74.83,244.3,55.98
25,qh2-rcc1392018-10-0915:30:00,qh2-rcc139 ,2018-10-09 15:30:00,6.98,167.73,1906245.42,193030.62,17.0,55.45,44.63,9027.67,9074.33,9031.17,9013.67,515639.0,432694.0,8.0,64.0,60.0,72.45,74.07,241.8,55.45
26,qh2-rcc1392018-10-0915:40:00,qh2-rcc139 ,2018-10-09 15:40:00,7.8,169.6,2369439.7,285256.76,17.0,54.78,44.62,9287.83,9331.0,9285.5,9290.17,515639.0,432694.0,8.0,64.0,60.0,71.78,74.89,244.49,54.78
27,qh2-rcc1392018-10-0915:50:00,qh2-rcc139 ,2018-10-09 15:50:00,19.28,226.4,4669768.17,610881.81,17.0,60.8,55.83,9581.83,9626.17,9572.5,9585.33,515639.0,432694.0,8.0,64.0,60.0,77.8,99.97,326.37,60.8
28,qh2-rcc1392018-10-0916:00:00,qh2-rcc139 ,2018-10-09 16:00:00,18.13,216.93,4851290.51,586977.24,16.43,58.75,53.43,10019.33,10034.5,10019.33,10039.17,515639.0,432694.0,8.0,64.0,60.0,75.18,95.79,312.73,58.75
29,qh2-rcc1392018-10-0916:10:00,qh2-rcc139 ,2018-10-09 16:10:00,13.73,206.0,4379855.68,962806.88,16.63,59.22,51.97,9502.5,9522.33,9501.33,9487.33,515639.0,432694.0,8.0,64.0,60.0,75.85,90.96,296.96,59.22
30,qh2-rcc1392018-10-0916:20:00,qh2-rcc139 ,2018-10-09 16:20:00,17.73,223.47,6192717.65,1723166.4,16.25,60.8,55.77,9569.0,9595.83,9578.33,9548.0,515639.0,432694.0,8.0,64.0,60.0,77.05,98.68,322.14,60.8
31,qh2-rcc1392018-10-0916:30:00,qh2-rcc139 ,2018-10-09 16:30:00,13.89,201.07,5549584.25,605575.53,16.47,57.73,51.2,9569.0,9573.67,9548.0,9521.17,515639.0,432694.0,8.0,64.0,60.0,74.2,88.79,289.85,57.73
32,qh2-rcc1392018-10-0916:40:00,qh2-rcc139 ,2018-10-09 16:40:00,12.72,197.2,5880758.69,381072.15,16.28,57.17,50.62,9574.83,9577.17,9559.67,9535.17,515639.0,432694.0,8.0,64.0,60.0,73.45,87.08,284.28,57.17
33,qh2-rcc1392018-10-0916:50:00,qh2-rcc139 ,2018-10-09 16:50:00,13.49,192.67,10718202.24,442459.67,16.53,56.6,49.18,9541.0,9572.5,9549.17,9511.83,515639.0,432694.0,8.0,64.0,60.0,73.13,85.08,277.74,56.6
34,qh2-rcc1392018-10-0917:00:00,qh2-rcc139 ,2018-10-09 17:00:00,13.88,196.53,7682820.42,549994.54,16.32,58.42,50.33,9530.5,9544.5,9494.33,9472.17,515639.0,432694.0,8.0,64.0,60.0,74.73,86.78,283.32,58.42
35,qh2-rcc1392018-10-0917:10:00,qh2-rcc139 ,2018-10-09 17:10:00,13.39,196.0,4382647.9,627325.41,16.65,58.65,49.87,9499.0,9538.67,9499.0,9475.67,515639.0,432694.0,8.0,64.0,60.0,75.3,86.55,282.55,58.65
36,qh2-rcc1392018-10-0917:20:00,qh2-rcc139 ,2018-10-09 17:20:00,13.89,203.47,3484381.31,355546.47,16.38,58.6,51.95,9553.83,9569.0,9541.0,9529.33,515639.0,432694.0,8.0,64.0,60.0,74.98,89.85,293.31,58.6
37,qh2-rcc1392018-10-0917:30:00,qh2-rcc139 ,2018-10-09 17:30:00,12.84,197.07,3061802.8,692424.33,16.53,58.02,50.5,9685.67,9656.5,9655.33,9629.67,515639.0,432694.0,8.0,64.0,60.0,74.55,87.02,284.09,58.02
38,qh2-rcc1392018-10-0917:40:00,qh2-rcc139 ,2018-10-09 17:40:00,12.0,192.13,2792495.23,335499.24,16.42,56.38,49.5,9815.17,9840.83,9811.67,9803.5,515639.0,432694.0,8.0,64.0,60.0,72.8,84.84,276.97,56.38
39,qh2-rcc1392018-10-0917:50:00,qh2-rcc139 ,2018-10-09 17:50:00,11.95,191.33,2895469.34,264251.4,16.63,55.97,49.45,9805.83,9846.67,9805.83,9814.0,515639.0,432694.0,8.0,64.0,60.0,72.6,84.49,275.82,55.97
40,qh2-rcc1392018-10-0918:00:00,qh2-rcc139 ,2018-10-09 18:00:00,11.69,191.6,2076255.32,256155.27,16.52,56.25,49.27,9821.0,9859.5,9828.0,9808.17,515639.0,432694.0,8.0,64.0,60.0,72.77,84.61,276.21,56.25
41,qh2-rcc1392018-10-0918:10:00,qh2-rcc139 ,2018-10-09 18:10:00,12.24,196.53,3071981.56,364355.93,16.6,56.97,50.43,9849.0,9835.0,9819.83,9804.67,515639.0,432694.0,8.0,64.0,60.0,73.57,86.78,283.32,56.97
42,qh2-rcc1392018-10-0918:20:00,qh2-rcc139 ,2018-10-09 18:20:00,12.68,198.13,3512975.64,424346.36,16.3,56.57,50.38,9817.5,9865.33,9831.5,9833.83,515639.0,432694.0,8.0,64.0,60.0,72.87,87.49,285.62,56.57
43,qh2-rcc1392018-10-0918:30:00,qh2-rcc139 ,2018-10-09 18:30:00,12.63,198.67,3058453.73,248791.06,16.45,57.08,51.12,9716.0,9735.83,9734.67,9705.5,515639.0,432694.0,8.0,64.0,60.0,73.53,87.73,286.39,57.08
44,qh2-rcc1392018-10-0918:40:00,qh2-rcc139 ,2018-10-09 18:40:00,13.52,210.0,5308719.99,257594.72,16.3,59.15,53.4,9794.17,9816.33,9773.17,9783.67,515639.0,432694.0,8.0,64.0,60.0,75.45,92.73,302.73,59.15
45,qh2-rcc1392018-10-0918:50:00,qh2-rcc139 ,2018-10-09 18:50:00,13.58,210.27,4772735.77,333047.3,16.62,59.2,53.27,9829.17,9825.67,9816.33,9794.17,515639.0,432694.0,8.0,64.0,60.0,75.82,92.85,303.12,59.2
46,qh2-rcc1392018-10-0919:00:00,qh2-rcc139 ,2018-10-09 19:00:00,13.55,209.47,4928994.92,309192.29,16.17,59.12,52.8,9838.5,9838.5,9842.0,9793.0,515639.0,432694.0,8.0,64.0,60.0,75.28,92.5,301.96,59.12
47,qh2-rcc1392018-10-0919:10:00,qh2-rcc139 ,2018-10-09 19:10:00,13.15,207.47,5080689.22,325824.2,16.48,58.12,52.2,9831.5,9871.17,9835.0,9833.83,515639.0,432694.0,8.0,64.0,60.0,74.6,91.61,299.08,58.12
48,qh2-rcc1392018-10-0919:20:00,qh2-rcc139 ,2018-10-09 19:20:00,13.54,207.07,5155774.83,181931.15,16.28,58.38,52.12,9817.5,9815.17,9808.17,9786.0,515639.0,432694.0,8.0,64.0,60.0,74.67,91.44,298.5,58.38
49,qh2-rcc1392018-10-0919:30:00,qh2-rcc139 ,2018-10-09 19:30:00,13.35,206.4,5220857.16,426056.94,16.8,58.2,51.98,9816.33,9824.5,9795.33,9777.83,515639.0,432694.0,8.0,64.0,60.0,75.0,91.14,297.54,58.2
50,qh2-rcc1392018-10-0919:40:00,qh2-rcc139 ,2018-10-09 19:40:00,13.47,207.47,5636306.39,238288.07,16.23,58.72,52.37,9739.33,9769.67,9751.0,9726.5,515639.0,432694.0,8.0,64.0,60.0,74.95,91.61,299.08,58.72
51,qh2-rcc1392018-10-0919:50:00,qh2-rcc139 ,2018-10-09 19:50:00,11.56,192.67,5245803.59,252842.34,16.7,56.0,48.88,9798.83,9811.67,9801.17,9784.83,515639.0,432694.0,8.0,64.0,60.0,72.7,85.08,277.74,56.0
52,qh2-rcc1392018-10-0920:00:00,qh2-rcc139 ,2018-10-09 20:00:00,13.0,203.73,7885820.79,561365.29,16.33,57.38,50.68,9679.83,9717.17,9679.83,9667.0,515639.0,432694.0,8.0,64.0,60.0,73.72,89.96,293.7,57.38
53,qh2-rcc1392018-10-0920:10:00,qh2-rcc139 ,2018-10-09 20:10:00,13.7,209.6,7484203.9,523287.54,16.75,57.72,50.65,9704.33,9692.67,9698.5,9655.33,515639.0,432694.0,8.0,64.0,60.0,74.47,92.55,302.15,57.72
54,qh2-rcc1392018-10-0920:20:00,qh2-rcc139 ,2018-10-09 20:20:00,14.29,218.67,5582177.24,208071.51,16.02,58.93,52.48,9524.67,9552.67,9511.83,9496.67,515639.0,432694.0,8.0,64.0,60.0,74.95,96.56,315.22,58.93
55,qh2-rcc1392018-10-0920:30:00,qh2-rcc139 ,2018-10-09 20:30:00,14.49,219.73,5720770.18,226726.6,16.58,58.98,52.0,9854.83,9860.67,9858.33,9830.33,515639.0,432694.0,8.0,64.0,60.0,75.57,97.03,316.76,58.98
56,qh2-rcc1392018-10-0920:40:00,qh2-rcc139 ,2018-10-09 20:40:00,14.68,217.47,6660847.15,395378.9,16.12,58.22,52.1,9826.83,9846.67,9826.83,9822.17,515639.0,432694.0,8.0,64.0,60.0,74.33,96.03,313.49,58.22
57,qh2-rcc1392018-10-0920:50:00,qh2-rcc139 ,2018-10-09 20:50:00,14.37,218.4,4646039.24,232738.07,16.6,58.6,52.83,9815.17,9843.17,9815.17,9802.33,515639.0,432694.0,8.0,64.0,60.0,75.2,96.44,314.84,58.6
58,qh2-rcc1392018-10-0921:00:00,qh2-rcc139 ,2018-10-09 21:00:00,13.61,211.47,4427128.89,176118.6,16.12,57.82,50.75,9790.67,9781.33,9787.17,9773.17,515639.0,432694.0,8.0,64.0,60.0,73.93,93.38,304.85,57.82
59,qh2-rcc1392018-10-0921:10:00,qh2-rcc139 ,2018-10-09 21:10:00,12.14,200.4,3064281.19,247822.57,16.53,56.5,49.1,9670.5,9622.67,9593.5,9584.17,515639.0,432694.0,8.0,64.0,60.0,73.03,88.49,288.89,56.5
60,qh2-rcc1392018-10-0921:20:00,qh2-rcc139 ,2018-10-09 21:20:00,12.27,198.27,1714844.23,737222.06,16.32,56.4,49.23,9725.33,9718.33,9676.33,9661.17,515639.0,432694.0,8.0,64.0,60.0,72.72,87.55,285.82,56.4
61,qh2-rcc1392018-10-0921:30:00,qh2-rcc139 ,2018-10-09 21:30:00,12.22,198.53,1724901.92,184011.27,16.38,56.25,48.32,9804.67,9814.0,9811.67,9787.17,515639.0,432694.0,8.0,64.0,60.0,72.63,87.67,286.2,56.25
62,qh2-rcc1392018-10-0921:40:00,qh2-rcc139 ,2018-10-09 21:40:00,13.19,205.33,2105610.09,298165.89,16.17,58.2,50.5,9700.83,9700.83,9693.83,9644.83,515639.0,432694.0,8.0,64.0,60.0,74.37,90.67,296.0,58.2
63,qh2-rcc1392018-10-0921:50:00,qh2-rcc139 ,2018-10-09 21:50:00,12.9,202.93,2793924.78,395846.18,16.32,56.65,49.65,9759.17,9763.83,9739.33,9732.33,515639.0,432694.0,8.0,64.0,60.0,72.97,89.61,292.54,56.65
64,qh2-rcc1392018-10-0922:00:00,qh2-rcc139 ,2018-10-09 22:00:00,13.41,206.53,2423385.38,273522.13,16.18,57.92,50.58,9761.5,9783.67,9744.0,9732.33,515639.0,432694.0,8.0,64.0,60.0,74.1,91.2,297.73,57.92
65,qh2-rcc1392018-10-0922:10:00,qh2-rcc139 ,2018-10-09 22:10:00,14.27,208.27,4118193.63,455327.88,16.18,57.47,50.28,9852.5,9857.17,9840.83,9831.5,515639.0,432694.0,8.0,64.0,60.0,73.65,91.97,300.23,57.47
66,qh2-rcc1392018-10-0922:20:00,qh2-rcc139 ,2018-10-09 22:20:00,13.63,207.47,3388554.91,203856.82,16.3,57.33,50.33,9859.5,9874.67,9859.5,9833.83,515639.0,432694.0,8.0,64.0,60.0,73.63,91.61,299.08,57.33
67,qh2-rcc1392018-10-0922:30:00,qh2-rcc139 ,2018-10-09 22:30:00,13.49,206.4,3480298.5,321425.08,16.18,57.13,50.08,9863.0,9874.67,9898.0,9850.17,515639.0,432694.0,8.0,64.0,60.0,73.32,91.14,297.54,57.13
68,qh2-rcc1392018-10-0922:40:00,qh2-rcc139 ,2018-10-09 22:40:00,13.33,208.13,2625051.07,569507.29,16.23,58.07,50.93,9829.17,9857.17,9838.5,9815.17,515639.0,432694.0,8.0,64.0,60.0,74.3,91.91,300.04,58.07
69,qh2-rcc1392018-10-0922:50:00,qh2-rcc139 ,2018-10-09 22:50:00,12.9,205.47,3010164.11,242854.55,16.03,57.08,50.42,9874.67,9895.67,9878.17,9857.17,515639.0,432694.0,8.0,64.0,60.0,73.12,90.73,296.2,57.08
70,qh2-rcc1392018-10-0923:00:00,qh2-rcc139 ,2018-10-09 23:00:00,14.99,214.8,4570945.32,394006.09,16.38,59.4,52.9,9647.17,9676.33,9619.17,9616.83,515639.0,432694.0,8.0,64.0,60.0,75.78,94.85,309.65,59.4
71,qh2-rcc1392018-10-0923:10:00,qh2-rcc139 ,2018-10-09 23:10:00,15.48,216.67,3380926.31,318987.38,16.53,59.35,52.55,9770.83,9794.17,9783.67,9749.83,515639.0,432694.0,8.0,64.0,60.0,75.88,95.67,312.34,59.35
72,qh2-rcc1392018-10-0923:20:00,qh2-rcc139 ,2018-10-09 23:20:00,14.52,213.6,2904090.43,373871.72,16.8,58.88,52.62,9831.5,9852.5,9833.83,9816.33,515639.0,432694.0,8.0,64.0,60.0,75.68,94.32,307.92,58.88
73,qh2-rcc1392018-10-0923:30:00,qh2-rcc139 ,2018-10-09 23:30:00,13.64,207.33,4144608.02,335284.38,16.55,57.48,50.73,9832.67,9817.5,9829.17,9783.67,515639.0,432694.0,8.0,64.0,60.0,74.03,91.55,298.89,57.48
74,qh2-rcc1392018-10-0923:40:00,qh2-rcc139 ,2018-10-09 23:40:00,12.81,201.73,4172416.22,471261.34,16.0,56.88,49.32,9753.33,9772.0,9700.83,9735.83,515639.0,432694.0,8.0,64.0,60.0,72.88,89.08,290.81,56.88
75,qh2-rcc1392018-10-0923:50:00,qh2-rcc139 ,2018-10-09 23:50:00,12.83,202.53,3962583.03,827314.03,16.0,56.87,49.17,9748.67,9748.67,9705.5,9697.33,515639.0,432694.0,8.0,64.0,60.0,72.87,89.43,291.97,56.87
76,qh2-rcc1392018-10-1000:00:00,qh2-rcc139 ,2018-10-10 00:00:00,12.93,198.8,8201558.82,562507.07,16.0,56.92,48.45,9683.33,9671.67,9647.17,9637.83,515639.0,432694.0,8.0,64.0,60.0,72.92,87.79,286.59,56.92
77,qh2-rcc1392018-10-1000:10:00,qh2-rcc139 ,2018-10-10 00:10:00,13.26,204.93,6607698.44,379777.81,16.0,56.88,49.52,9669.33,9683.33,9651.83,9637.83,515639.0,432694.0,8.0,64.0,60.0,72.88,90.49,295.43,56.88
78,qh2-rcc1392018-10-1000:20:00,qh2-rcc139 ,2018-10-10 00:20:00,11.87,195.6,4372245.04,268880.89,16.0,57.42,48.42,9410.33,9420.83,9408.0,9390.5,515639.0,432694.0,8.0,64.0,60.0,73.42,86.37,281.97,57.42
79,qh2-rcc1392018-10-1000:30:00,qh2-rcc139 ,2018-10-10 00:30:00,6.04,160.0,172649.23,239807.44,16.22,52.37,41.85,9298.33,9303.0,9290.17,9255.17,515639.0,432694.0,8.0,64.0,60.0,68.58,70.65,230.65,52.37
80,qh2-rcc1392018-10-1000:40:00,qh2-rcc139 ,2018-10-10 00:40:00,5.72,160.0,199659.21,349938.8,16.28,51.88,42.17,9219.0,9254.0,9240.0,9184.0,515639.0,432694.0,8.0,64.0,60.0,68.17,70.65,230.65,51.88
81,qh2-rcc1392018-10-1000:50:00,qh2-rcc139 ,2018-10-10 00:50:00,5.92,160.0,162421.22,118300.92,16.35,51.63,42.1,9214.33,9237.67,9212.0,9186.33,515639.0,432694.0,8.0,64.0,60.0,67.98,70.65,230.65,51.63
82,qh2-rcc1392018-10-1001:00:00,qh2-rcc139 ,2018-10-10 01:00:00,5.65,160.0,52694.34,180262.49,16.75,52.35,42.17,9229.5,9251.67,9222.5,9195.67,515639.0,432694.0,8.0,64.0,60.0,69.1,70.65,230.65,52.35
83,qh2-rcc1392018-10-1001:10:00,qh2-rcc139 ,2018-10-10 01:10:00,5.69,160.0,200682.67,157557.04,16.5,52.27,41.8,9235.33,9262.17,9238.83,9200.33,515639.0,432694.0,8.0,64.0,60.0,68.77,70.65,230.65,52.27
84,qh2-rcc1392018-10-1001:20:00,qh2-rcc139 ,2018-10-10 01:20:00,5.59,160.0,155275.42,118004.42,16.37,51.67,41.6,9241.17,9255.17,9258.67,9242.33,515639.0,432694.0,8.0,64.0,60.0,68.03,70.65,230.65,51.67
85,qh2-rcc1392018-10-1001:30:00,qh2-rcc139 ,2018-10-10 01:30:00,5.65,160.0,54485.97,259128.25,16.47,51.53,41.78,9227.17,9255.17,9235.33,9200.33,515639.0,432694.0,8.0,64.0,60.0,68.0,70.65,230.65,51.53
86,qh2-rcc1392018-10-1001:40:00,qh2-rcc139 ,2018-10-10 01:40:00,5.98,160.0,172684.83,357578.02,16.57,51.4,42.25,9212.0,9254.0,9212.0,9184.0,515639.0,432694.0,8.0,64.0,60.0,67.97,70.65,230.65,51.4
87,qh2-rcc1392018-10-1001:50:00,qh2-rcc139 ,2018-10-10 01:50:00,5.72,160.0,157606.6,110773.9,16.78,50.97,42.23,9230.67,9249.33,9237.67,9207.33,515639.0,432694.0,8.0,64.0,60.0,67.75,70.65,230.65,50.97
88,qh2-rcc1392018-10-1002:00:00,qh2-rcc139 ,2018-10-10 02:00:00,5.73,160.27,40512.36,77420.29,16.3,51.1,42.77,9231.83,9255.17,9209.67,9200.33,515639.0,432694.0,8.0,64.0,60.0,67.4,70.77,231.04,51.1
89,qh2-rcc1392018-10-1002:10:00,qh2-rcc139 ,2018-10-10 02:10:00,5.59,160.0,158933.84,89630.99,16.33,51.38,42.48,9230.67,9240.0,9228.33,9195.67,515639.0,432694.0,8.0,64.0,60.0,67.72,70.65,230.65,51.38
90,qh2-rcc1392018-10-1002:20:00,qh2-rcc139 ,2018-10-10 02:20:00,5.8,160.0,41321.11,308819.85,16.28,52.33,42.15,9219.0,9234.17,9221.33,9182.83,515639.0,432694.0,8.0,64.0,60.0,68.62,70.65,230.65,52.33
91,qh2-rcc1392018-10-1002:30:00,qh2-rcc139 ,2018-10-10 02:30:00,5.73,160.0,162746.03,175832.21,16.25,51.97,42.2,9214.33,9237.67,9221.33,9212.0,515639.0,432694.0,8.0,64.0,60.0,68.22,70.65,230.65,51.97
92,qh2-rcc1392018-10-1002:40:00,qh2-rcc139 ,2018-10-10 02:40:00,5.65,160.0,50976.16,276107.46,16.12,51.62,42.13,9230.67,9245.83,9259.83,9214.33,515639.0,432694.0,8.0,64.0,60.0,67.73,70.65,230.65,51.62
93,qh2-rcc1392018-10-1002:50:00,qh2-rcc139 ,2018-10-10 02:50:00,5.8,160.0,165359.4,110716.45,16.3,51.62,43.07,9205.0,9227.17,9219.0,9185.17,515639.0,432694.0,8.0,64.0,60.0,67.92,70.65,230.65,51.62
94,qh2-rcc1392018-10-1003:00:00,qh2-rcc139 ,2018-10-10 03:00:00,5.61,160.0,176089.11,291695.99,16.28,51.25,42.9,9213.17,9226.0,9209.67,9173.5,515639.0,432694.0,8.0,64.0,60.0,67.53,70.65,230.65,51.25
95,qh2-rcc1392018-10-1003:10:00,qh2-rcc139 ,2018-10-10 03:10:00,5.66,160.0,172312.79,184497.04,16.52,51.27,42.83,9230.67,9251.67,9226.0,9200.33,515639.0,353573.7,8.0,64.0,60.0,67.78,70.65,230.65,51.27
96,qh2-rcc1392018-10-1003:20:00,qh2-rcc139 ,2018-10-10 03:20:00,5.59,160.0,36624.04,150866.24,16.58,51.3,42.87,9206.17,9233.0,9200.33,9184.0,515639.0,335812.0,8.0,64.0,60.0,67.88,70.65,230.65,51.3
97,qh2-rcc1392018-10-1003:30:00,qh2-rcc139 ,2018-10-10 03:30:00,5.99,160.13,161375.18,331939.35,16.5,52.0,42.62,9223.67,9247.0,9209.67,9177.0,515639.0,335812.0,8.0,64.0,60.0,68.5,70.71,230.84,52.0
