,Id,Series,Time,CPU_Load,Power,Network_RX,Network_TX,Inlet_Temperature,CPU1_Temperature,CPU2_Temperature,Fan_speed1,Fan_speed2,Fan_speed3,Fan_speed4,Ram,Ram_Used,No_Of_Running_vms,CPU_cores,CPU_cores_used,Ambient_Temperature,Cooling_Power,Total_Power,CPU_Temp_Max,RAM_Load
11723,qh2-rcc1202019-01-0221:40:00,qh2-rcc120 ,2019/1/2 21:40,26.35,320,145598.28,282133.09,16.18,73.17,58.07,9373,9404.5,9374.17,9317,515904,350774,10,64,60,89.35,138.83,458.83,73.17,67.99210706
11724,qh2-rcc1202019-01-0221:50:00,qh2-rcc120 ,2019/1/2 21:50,26.06,320,138495.3,240679.09,16.15,73.02,58.23,9375.33,9406.83,9373,9322.83,515904,350774,10,64,60,89.17,138.83,458.83,73.02,67.99210706
11725,qh2-rcc1202019-01-0222:00:00,qh2-rcc120 ,2019/1/2 22:00,28.22,327.73,140834.42,299240.27,16.17,73.83,59.68,9392.83,9444.17,9387,9352,515904,350774,10,64,60,90,142.19,469.92,73.83,67.99210706
11726,qh2-rcc1202019-01-0222:10:00,qh2-rcc120 ,2019/1/2 22:10,30.81,336,151530.63,300154.05,16.1,75.2,61.37,9406.83,9538.67,9423.17,9411.5,515904,350774,10,64,60,91.3,145.77,481.77,75.2,67.99210706
11727,qh2-rcc1202019-01-0222:20:00,qh2-rcc120 ,2019/1/2 22:20,30.81,336.13,147469.42,2569019.82,16.02,75.07,61.48,9418.5,9541,9411.5,9420.83,515904,350774,10,64,60,91.08,145.83,481.96,75.07,67.99210706
11728,qh2-rcc1202019-01-0222:30:00,qh2-rcc120 ,2019/1/2 22:30,30.89,336,144525.93,243726.7,16.05,75.03,61.42,9412.67,9531.67,9423.17,9408,515904,350774,10,64,60,91.08,145.77,481.77,75.03,67.99210706
11729,qh2-rcc1202019-01-0222:40:00,qh2-rcc120 ,2019/1/2 22:40,32.7,344,186280.83,975172.72,16.07,76.13,61.87,9573.67,9620.33,9566.67,9475.67,515904,350774,10,64,60,92.2,149.24,493.24,76.13,67.99210706
11730,qh2-rcc1202019-01-0222:50:00,qh2-rcc120 ,2019/1/2 22:50,32.71,344,153328.56,257585.95,16.07,76.27,61.88,9580.67,9628.5,9578.33,9466.33,515904,350774,10,64,60,92.33,149.24,493.24,76.27,67.99210706
11731,qh2-rcc1202019-01-0223:00:00,qh2-rcc120 ,2019/1/2 23:00,32.82,344,100722.46,197800.77,16.1,75.92,61.05,9578.33,9627.33,9580.67,9473.33,515904,350774,10,64,60,92.02,149.24,493.24,75.92,67.99210706
11732,qh2-rcc1202019-01-0223:10:00,qh2-rcc120 ,2019/1/2 23:10,32.73,344,65339.58,337441.11,16.03,75.83,61.05,9580.67,9616.83,9580.67,9475.67,515904,350774,10,64,60,91.87,149.24,493.24,75.83,67.99210706
11733,qh2-rcc1202019-01-0223:20:00,qh2-rcc120 ,2019/1/2 23:20,32.82,344,73989.26,647504.9,16.08,75.85,60.88,9585.33,9623.83,9585.33,9466.33,515904,350774,10,64,60,91.93,149.24,493.24,75.85,67.99210706
11734,qh2-rcc1202019-01-0223:30:00,qh2-rcc120 ,2019/1/2 23:30,32.46,344,56676.05,187308.05,16,75.93,61.45,9587.67,9626.17,9580.67,9478,515904,350774,10,64,60,91.93,149.24,493.24,75.93,67.99210706
11735,qh2-rcc1202019-01-0223:40:00,qh2-rcc120 ,2019/1/2 23:40,32.91,344,65498.14,253872.66,16.13,76,61.23,9583,9627.33,9583,9471,515904,350774,10,64,60,92.13,149.24,493.24,76,67.99210706
11736,qh2-rcc1202019-01-0223:50:00,qh2-rcc120 ,2019/1/2 23:50,32.56,344,58617.99,287323.42,16,76.65,61.15,9580.67,9628.5,9578.33,9475.67,515904,350774,10,64,60,92.65,149.24,493.24,76.65,67.99210706
11737,qh2-rcc1202019-01-0300:00:00,qh2-rcc120 ,2019/1/3 0:00,32.68,344,76431.28,647058.24,16.13,76.08,61.45,9583,9625,9581.83,9464,515904,350774,10,64,60,92.22,149.24,493.24,76.08,67.99210706
11738,qh2-rcc1202019-01-0300:10:00,qh2-rcc120 ,2019/1/3 0:10,32.57,344,62841.48,227445.25,16,75.93,60.98,9576,9627.33,9578.33,9475.67,515904,350774,10,64,60,91.93,149.24,493.24,75.93,67.99210706
11739,qh2-rcc1202019-01-0300:20:00,qh2-rcc120 ,2019/1/3 0:20,32.69,344,55507.97,189439.12,16.1,76.18,60.73,9583,9620.33,9576,9475.67,515904,350774,10,64,60,92.28,149.24,493.24,76.18,67.99210706
11740,qh2-rcc1202019-01-0300:30:00,qh2-rcc120 ,2019/1/3 0:30,32.55,344,65003.12,360024.53,16.18,76.25,60.42,9583,9630.83,9590,9475.67,515904,350774,10,64,60,92.43,149.24,493.24,76.25,67.99210706
11741,qh2-rcc1202019-01-0300:40:00,qh2-rcc120 ,2019/1/3 0:40,33.22,344,80845.13,614278.87,16.07,76.08,60.5,9580.67,9637.83,9580.67,9466.33,515904,350774,10,64,60,92.15,149.24,493.24,76.08,67.99210706
11742,qh2-rcc1202019-01-0300:50:00,qh2-rcc120 ,2019/1/3 0:50,32.79,344,55995.92,186888.04,16.1,76.08,60.93,9573.67,9628.5,9583,9468.67,515904,350774,10,64,60,92.18,149.24,493.24,76.08,67.99210706
11743,qh2-rcc1202019-01-0301:00:00,qh2-rcc120 ,2019/1/3 1:00,32.58,344,60301.63,207980.06,16.05,75.93,61.12,9586.5,9621.5,9588.83,9464,515904,350774,10,64,60,91.98,149.24,493.24,75.93,67.99210706
11744,qh2-rcc1202019-01-0301:10:00,qh2-rcc120 ,2019/1/3 1:10,32.61,344,64012.18,227735.63,16.18,75.97,61.12,9587.67,9627.33,9573.67,9461.67,515904,350774,10,64,60,92.15,149.24,493.24,75.97,67.99210706
11745,qh2-rcc1202019-01-0301:20:00,qh2-rcc120 ,2019/1/3 1:20,32.64,344,57788.7,182033.93,16.2,76,60.98,9578.33,9634.33,9583,9473.33,515904,350774,10,64,60,92.2,149.24,493.24,76,67.99210706
11746,qh2-rcc1202019-01-0301:30:00,qh2-rcc120 ,2019/1/3 1:30,32.83,344,63164.67,177846.14,16.02,76.1,61.02,9587.67,9628.5,9585.33,9475.67,515904,350774,10,64,60,92.12,149.24,493.24,76.1,67.99210706
11747,qh2-rcc1202019-01-0301:40:00,qh2-rcc120 ,2019/1/3 1:40,32.89,344,89045.36,923179.17,16.12,76.2,60.95,9590,9623.83,9583,9478,515904,350774,10,64,60,92.32,149.24,493.24,76.2,67.99210706
11748,qh2-rcc1202019-01-0301:50:00,qh2-rcc120 ,2019/1/3 1:50,32.7,344,53992.63,180687.16,16.08,76.12,60.58,9587.67,9622.67,9580.67,9471,515904,350774,10,64,60,92.2,149.24,493.24,76.12,67.99210706
11749,qh2-rcc1202019-01-0302:00:00,qh2-rcc120 ,2019/1/3 2:00,32.73,344,55776.05,185605.21,16,76.08,60.82,9585.33,9628.5,9585.33,9475.67,515904,350774,10,64,60,92.08,149.24,493.24,76.08,67.99210706
11750,qh2-rcc1202019-01-0302:10:00,qh2-rcc120 ,2019/1/3 2:10,32.65,344,72907.22,257943.55,16.1,76.05,61,9581.83,9627.33,9590,9485,515904,350774,10,64,60,92.15,149.24,493.24,76.05,67.99210706
11751,qh2-rcc1202019-01-0302:20:00,qh2-rcc120 ,2019/1/3 2:20,32.96,344,77727.54,709040.34,16.18,75.95,61.02,9585.33,9632,9585.33,9468.67,515904,350774,10,64,60,92.13,149.24,493.24,75.95,67.99210706
11752,qh2-rcc1202019-01-0302:30:00,qh2-rcc120 ,2019/1/3 2:30,32.76,344,57889.11,182082,16,76.4,60.7,9578.33,9628.5,9632,9472.17,515904,350774,10,64,60,92.4,149.24,493.24,76.4,67.99210706
11753,qh2-rcc1202019-01-0302:40:00,qh2-rcc120 ,2019/1/3 2:40,32.58,344,64455.32,217731.3,16.12,76.55,60.97,9569,9623.83,9657.67,9454.67,515904,350774,10,64,60,92.67,149.24,493.24,76.55,67.99210706
11754,qh2-rcc1202019-01-0302:50:00,qh2-rcc120 ,2019/1/3 2:50,32.64,344,57418.72,213517.54,16.07,76.33,60.93,9571.33,9627.33,9655.33,9454.67,515904,350774,10,64,60,92.4,149.24,493.24,76.33,67.99210706
11755,qh2-rcc1202019-01-0303:00:00,qh2-rcc120 ,2019/1/3 3:00,32.63,344,79243.8,710196.85,16,76.52,61.17,9571.33,9613.33,9654.17,9461.67,515904,350774,10,64,60,92.52,149.24,493.24,76.52,67.99210706
11756,qh2-rcc1202019-01-0303:10:00,qh2-rcc120 ,2019/1/3 3:10,32.65,344,71649.31,2557219.41,16.17,76.07,60.35,9569,9629.67,9650.67,9464,515904,350774,10,64,60,92.23,149.24,493.24,76.07,67.99210706
11757,qh2-rcc1202019-01-0303:20:00,qh2-rcc120 ,2019/1/3 3:20,32.6,344,59081.23,190944.36,16,76.3,60.87,9566.67,9621.5,9655.33,9464,515904,350774,10,64,60,92.3,149.24,493.24,76.3,67.99210706
11758,qh2-rcc1202019-01-0303:30:00,qh2-rcc120 ,2019/1/3 3:30,32.7,344,67903.28,629037.31,16.13,76.5,60.97,9576,9630.83,9660,9464,515904,350774,10,64,60,92.63,149.24,493.24,76.5,67.99210706
11759,qh2-rcc1202019-01-0303:40:00,qh2-rcc120 ,2019/1/3 3:40,32.62,344,67963.53,224414.87,16.15,76.45,61.17,9545.67,9618,9658.83,9454.67,515904,350774,10,64,60,92.6,149.24,493.24,76.45,67.99210706
11760,qh2-rcc1202019-01-0303:50:00,qh2-rcc120 ,2019/1/3 3:50,32.89,344,58091.48,171906.77,16.03,76.08,61.42,9569,9619.17,9653,9454.67,515904,350774,10,64,60,92.12,149.24,493.24,76.08,67.99210706
11761,qh2-rcc1202019-01-0304:00:00,qh2-rcc120 ,2019/1/3 4:00,32.42,344,64119.46,177529.46,16.1,76.08,61.25,9550.33,9621.5,9656.5,9457,515904,350774,10,64,60,92.18,149.24,493.24,76.08,67.99210706
11762,qh2-rcc1202019-01-0304:10:00,qh2-rcc120 ,2019/1/3 4:10,32.96,339.07,97296.64,934301.6,16.13,75.9,61.17,9576,9616.83,9657.67,9464,515904,242639.83,10,64,60,92.03,147.1,486.17,75.9,47.031973
11763,qh2-rcc1202019-01-0304:20:00,qh2-rcc120 ,2019/1/3 4:20,32.44,335.2,66398.29,193980.98,16.17,74.62,60.92,9480.33,9564.33,9475.67,9411.5,515904,221013,10,64,60,90.78,145.43,480.63,74.62,42.83994697
11764,qh2-rcc1202019-01-0304:30:00,qh2-rcc120 ,2019/1/3 4:30,32.51,333.87,61700.98,179195.18,16.08,74.1,61.05,9475.67,9564.33,9485,9405.67,515904,221013,10,64,60,90.18,144.85,478.71,74.1,42.83994697
11765,qh2-rcc1202019-01-0304:40:00,qh2-rcc120 ,2019/1/3 4:40,32.67,335.2,65858.74,235223.45,16.03,74.33,61.85,9489.67,9555,9487.33,9417.33,515904,221013,10,64,60,90.37,145.43,480.63,74.33,42.83994697
11766,qh2-rcc1202019-01-0304:50:00,qh2-rcc120 ,2019/1/3 4:50,32.67,329.87,78006.58,717538.08,16.07,74.1,61.62,9425.5,9471,9418.5,9395.17,515904,333472.53,10,64,60,90.17,143.11,472.98,74.1,64.63848507
11767,qh2-rcc1202019-01-0305:00:00,qh2-rcc120 ,2019/1/3 5:00,32.64,336,60448.13,166389.34,16.1,74.53,61.97,9413.83,9543.33,9415,9406.83,515904,350774,10,64,60,90.63,145.77,481.77,74.53,67.99210706
11768,qh2-rcc1202019-01-0305:10:00,qh2-rcc120 ,2019/1/3 5:10,32.6,336,68934.08,227609.32,16,74.88,61.55,9419.67,9510.67,9433.67,9415,515904,350774,10,64,60,90.88,145.77,481.77,74.88,67.99210706
11769,qh2-rcc1202019-01-0305:20:00,qh2-rcc120 ,2019/1/3 5:20,32.83,335.33,56548.52,196339.96,16.15,74.03,61.63,9426.67,9525.83,9464,9403.33,515904,350774,10,64,60,90.18,145.48,480.82,74.03,67.99210706
11770,qh2-rcc1202019-01-0305:30:00,qh2-rcc120 ,2019/1/3 5:30,32.69,333.87,79860.62,724857.26,16.12,74,61.67,9461.67,9524.67,9481.5,9420.83,515904,350774,10,64,60,90.12,144.85,478.71,74,67.99210706
11771,qh2-rcc1202019-01-0305:40:00,qh2-rcc120 ,2019/1/3 5:40,32.8,328,65509.28,238093.46,16,74.07,61.4,9404.5,9452.33,9403.33,9399.83,515904,350774,10,64,60,90.07,142.3,470.3,74.07,67.99210706
11772,qh2-rcc1202019-01-0305:50:00,qh2-rcc120 ,2019/1/3 5:50,32.6,328,53771.51,180572.64,16.17,74.33,61.75,9406.83,9480.33,9409.17,9396.33,515904,350774,10,64,60,90.5,142.3,470.3,74.33,67.99210706
11773,qh2-rcc1202019-01-0306:00:00,qh2-rcc120 ,2019/1/3 6:00,32.43,328,58809.81,210921.16,16.02,74.2,61.47,9404.5,9483.83,9410.33,9397.5,515904,350774,10,64,60,90.22,142.3,470.3,74.2,67.99210706
11774,qh2-rcc1202019-01-0306:10:00,qh2-rcc120 ,2019/1/3 6:10,32.64,328,86654.74,757083.06,16.03,74.05,61.98,9410.33,9447.67,9408,9392.83,515904,350774,10,64,60,90.08,142.3,470.3,74.05,67.99210706
11775,qh2-rcc1202019-01-0306:20:00,qh2-rcc120 ,2019/1/3 6:20,32.61,328,56586.33,170748.7,16.13,74.02,61.97,9418.5,9444.17,9413.83,9408,515904,350774,10,64,60,90.15,142.3,470.3,74.02,67.99210706
11776,qh2-rcc1202019-01-0306:30:00,qh2-rcc120 ,2019/1/3 6:30,32.42,328.93,59944.54,198570.19,16.12,74.02,61.8,9405.67,9462.83,9409.17,9392.83,515904,350774,10,64,60,90.13,142.71,471.64,74.02,67.99210706
11777,qh2-rcc1202019-01-0306:40:00,qh2-rcc120 ,2019/1/3 6:40,32.87,328.53,63763.15,207711.26,16.13,74.07,61.78,9392.83,9468.67,9406.83,9389.33,515904,350774,10,64,60,90.2,142.53,471.07,74.07,67.99210706
11778,qh2-rcc1202019-01-0306:50:00,qh2-rcc120 ,2019/1/3 6:50,32.54,328,64194.86,290107.92,16.08,74.1,61.47,9410.33,9482.67,9420.83,9391.67,515904,350774,10,64,60,90.18,142.3,470.3,74.1,67.99210706
11779,qh2-rcc1202019-01-0307:00:00,qh2-rcc120 ,2019/1/3 7:00,32.66,328,58581.5,168084.81,16.08,74.25,61.17,9410.33,9468.67,9408,9395.17,515904,350774,10,64,60,90.33,142.3,470.3,74.25,67.99210706
11780,qh2-rcc1202019-01-0307:10:00,qh2-rcc120 ,2019/1/3 7:10,32.57,328,91161.31,936685.31,16.05,74.03,61.83,9402.17,9455.83,9405.67,9385.83,515904,350774,10,64,60,90.08,142.3,470.3,74.03,67.99210706
11781,qh2-rcc1202019-01-0307:20:00,qh2-rcc120 ,2019/1/3 7:20,32.54,328,58713.07,167544.9,16.18,74.23,61.7,9410.33,9458.17,9415,9395.17,515904,350774,10,64,60,90.42,142.3,470.3,74.23,67.99210706
11782,qh2-rcc1202019-01-0307:30:00,qh2-rcc120 ,2019/1/3 7:30,32.55,328,60202.25,176657.2,16,74.48,61.72,9420.83,9508.33,9412.67,9408,515904,350774,10,64,60,90.48,142.3,470.3,74.48,67.99210706
11783,qh2-rcc1202019-01-0307:40:00,qh2-rcc120 ,2019/1/3 7:40,32.58,328,70628.09,319806.87,16.15,74.07,61.32,9412.67,9541,9424.33,9402.17,515904,350774,10,64,60,90.22,142.3,470.3,74.07,67.99210706
11784,qh2-rcc1202019-01-0307:50:00,qh2-rcc120 ,2019/1/3 7:50,32.32,328,76207.83,615014.06,16.17,74.03,61.43,9401,9461.67,9395.17,9383.5,515904,350774,10,64,60,90.2,142.3,470.3,74.03,67.99210706
11785,qh2-rcc1202019-01-0308:00:00,qh2-rcc120 ,2019/1/3 8:00,32.47,329.73,61993.08,2492826.56,16,73.98,62,9411.5,9460.5,9413.83,9410.33,515904,350774,10,64,60,89.98,143.05,472.79,73.98,67.99210706
11786,qh2-rcc1202019-01-0308:10:00,qh2-rcc120 ,2019/1/3 8:10,32.56,328.27,65278.97,228337.25,16.08,73.88,61.23,9371.83,9422,9388.17,9346.17,515904,350774,10,64,60,89.97,142.42,470.68,73.88,67.99210706
11787,qh2-rcc1202019-01-0308:20:00,qh2-rcc120 ,2019/1/3 8:20,32.63,328.93,76188.31,435432.93,16.2,74.05,61.62,9411.5,9494.33,9418.5,9406.83,515904,350774,10,64,60,90.25,142.71,471.64,74.05,67.99210706
11788,qh2-rcc1202019-01-0308:30:00,qh2-rcc120 ,2019/1/3 8:30,32.58,329.6,80276.58,706010.23,16,73.9,61.85,9383.5,9445.33,9396.33,9364.83,515904,350774,10,64,60,89.9,143,472.6,73.9,67.99210706
11789,qh2-rcc1202019-01-0308:40:00,qh2-rcc120 ,2019/1/3 8:40,32.64,328,60794.32,201740.31,16.1,74.12,62,9398.67,9462.83,9396.33,9360.17,515904,350774,10,64,60,90.22,142.3,470.3,74.12,67.99210706
11790,qh2-rcc1202019-01-0308:50:00,qh2-rcc120 ,2019/1/3 8:50,32.71,328,59941.96,259408.79,16.1,74.05,61.6,9412.67,9482.67,9410.33,9403.33,515904,350774,10,64,60,90.15,142.3,470.3,74.05,67.99210706
11791,qh2-rcc1202019-01-0309:00:00,qh2-rcc120 ,2019/1/3 9:00,32.48,328,65450.99,298806.67,16,74.13,61.55,9410.33,9492,9406.83,9395.17,515904,350774,10,64,60,90.13,142.3,470.3,74.13,67.99210706
11792,qh2-rcc1202019-01-0309:10:00,qh2-rcc120 ,2019/1/3 9:10,32.56,328,81069.8,575777.67,16.17,74.12,61.95,9399.83,9458.17,9418.5,9390.5,515904,350774,10,64,60,90.28,142.3,470.3,74.12,67.99210706
11793,qh2-rcc1202019-01-0309:20:00,qh2-rcc120 ,2019/1/3 9:20,32.85,328,57771.54,181802.73,16.15,73.97,61.5,9383.5,9432.5,9396.33,9369.5,515904,350774,10,64,60,90.12,142.3,470.3,73.97,67.99210706
11794,qh2-rcc1202019-01-0309:30:00,qh2-rcc120 ,2019/1/3 9:30,32.38,328,63529.98,246925.21,16,73.83,61.5,9375.33,9412.67,9373,9327.5,515904,350774,10,64,60,89.83,142.3,470.3,73.83,67.99210706
11795,qh2-rcc1202019-01-0309:40:00,qh2-rcc120 ,2019/1/3 9:40,32.62,328,79480.43,483423.31,16.15,74.43,61.55,9406.83,9517.67,9420.83,9408,515904,350774,10,64,60,90.58,142.3,470.3,74.43,67.99210706
11796,qh2-rcc1202019-01-0309:50:00,qh2-rcc120 ,2019/1/3 9:50,32.44,328,58890.85,175961.42,16.1,73.9,61.88,9374.17,9432.5,9381.17,9343.83,515904,350774,10,64,60,90,142.3,470.3,73.9,67.99210706
11797,qh2-rcc1202019-01-0310:00:00,qh2-rcc120 ,2019/1/3 10:00,32.36,328,61814.75,172566.47,16,74.02,61.95,9394,9438.33,9397.5,9362.5,515904,350774,10,64,60,90.02,142.3,470.3,74.02,67.99210706
11798,qh2-rcc1202019-01-0310:10:00,qh2-rcc120 ,2019/1/3 10:10,32.37,328,70349.7,217972.63,16.25,74.15,61.78,9410.33,9473.33,9412.67,9396.33,515904,350774,10,64,60,90.4,142.3,470.3,74.15,67.99210706
11799,qh2-rcc1202019-01-0310:20:00,qh2-rcc120 ,2019/1/3 10:20,32.47,328.53,86345.28,871038.51,16.07,74.08,61.8,9399.83,9482.67,9405.67,9396.33,515904,350774,10,64,60,90.15,142.53,471.07,74.08,67.99210706
11800,qh2-rcc1202019-01-0310:30:00,qh2-rcc120 ,2019/1/3 10:30,32.5,328,62140.95,176406.59,16.02,74.05,61.3,9394,9448.83,9397.5,9373,515904,350774,10,64,60,90.07,142.3,470.3,74.05,67.99210706
11801,qh2-rcc1202019-01-0310:40:00,qh2-rcc120 ,2019/1/3 10:40,32.54,328,69441.62,207410.78,16.03,74.12,61.52,9389.33,9454.67,9402.17,9373,515904,350774,10,64,60,90.15,142.3,470.3,74.12,67.99210706
11802,qh2-rcc1202019-01-0310:50:00,qh2-rcc120 ,2019/1/3 10:50,32.65,328,56914.5,180506.52,16.08,74.18,61.45,9415,9502.5,9413.83,9389.33,515904,350774,10,64,60,90.27,142.3,470.3,74.18,67.99210706
11803,qh2-rcc1202019-01-0311:00:00,qh2-rcc120 ,2019/1/3 11:00,32.54,328.4,80428.49,724979.85,16.07,74,61.47,9404.5,9493.17,9408,9382.33,515904,350774,10,64,60,90.07,142.47,470.87,74,67.99210706
11804,qh2-rcc1202019-01-0311:10:00,qh2-rcc120 ,2019/1/3 11:10,32.67,328.13,63073.9,217305.97,16,73.92,61.83,9377.67,9427.83,9383.5,9334.5,515904,350774,10,64,60,89.92,142.36,470.49,73.92,67.99210706
11805,qh2-rcc1202019-01-0311:20:00,qh2-rcc120 ,2019/1/3 11:20,32.75,328.27,61956.55,172964.46,16.17,74.15,61.7,9405.67,9501.33,9416.17,9401,515904,350774,10,64,60,90.32,142.42,470.68,74.15,67.99210706
11806,qh2-rcc1202019-01-0311:30:00,qh2-rcc120 ,2019/1/3 11:30,32.52,328,56941.41,181820.09,16.1,74.13,61.7,9391.67,9454.67,9397.5,9362.5,515904,350774,10,64,60,90.23,142.3,470.3,74.13,67.99210706
11807,qh2-rcc1202019-01-0311:40:00,qh2-rcc120 ,2019/1/3 11:40,32.71,328,89771.31,794812.78,16.17,74.17,61.6,9382.33,9451.17,9402.17,9369.5,515904,350774,10,64,60,90.33,142.3,470.3,74.17,67.99210706
11808,qh2-rcc1202019-01-0311:50:00,qh2-rcc120 ,2019/1/3 11:50,32.6,328,56769.5,172329.26,16,74.07,61.97,9413.83,9471,9417.33,9401,515904,350774,10,64,60,90.07,142.3,470.3,74.07,67.99210706
11809,qh2-rcc1202019-01-0312:00:00,qh2-rcc120 ,2019/1/3 12:00,32.64,328,58400.46,177120.59,16.2,74.03,61.23,9398.67,9444.17,9404.5,9387,515904,350774,10,64,60,90.23,142.3,470.3,74.03,67.99210706
11810,qh2-rcc1202019-01-0312:10:00,qh2-rcc120 ,2019/1/3 12:10,32.54,328,66046.7,250860.53,16,74.02,61.97,9375.33,9450,9396.33,9361.33,515904,350774,10,64,60,90.02,142.3,470.3,74.02,67.99210706
11811,qh2-rcc1202019-01-0312:20:00,qh2-rcc120 ,2019/1/3 12:20,32.57,328,77506.81,698048.95,16.17,73.87,61.78,9382.33,9437.17,9391.67,9354.33,515904,350774,10,64,60,90.03,142.3,470.3,73.87,67.99210706
11812,qh2-rcc1202019-01-0312:30:00,qh2-rcc120 ,2019/1/3 12:30,32.58,328,56366.52,177222.25,16,73.98,62,9401,9447.67,9416.17,9401,515904,350774,10,64,60,89.98,142.3,470.3,73.98,67.99210706
11813,qh2-rcc1202019-01-0312:40:00,qh2-rcc120 ,2019/1/3 12:40,32.5,328,66004.43,231383.25,16.12,73.98,62.23,9377.67,9424.33,9387,9340.33,515904,350774,10,64,60,90.1,142.3,470.3,73.98,67.99210706
11814,qh2-rcc1202019-01-0312:50:00,qh2-rcc120 ,2019/1/3 12:50,32.84,328,106955.74,2499825.16,16,74.08,61.82,9391.67,9445.33,9395.17,9374.17,515904,350774,10,64,60,90.08,142.3,470.3,74.08,67.99210706
11815,qh2-rcc1202019-01-0313:00:00,qh2-rcc120 ,2019/1/3 13:00,32.33,328,149005.34,166010.13,16.07,74.2,61.77,9406.83,9510.67,9416.17,9409.17,515904,350774,10,64,60,90.27,142.3,470.3,74.2,67.99210706
11816,qh2-rcc1202019-01-0313:10:00,qh2-rcc120 ,2019/1/3 13:10,32.54,328.27,64613.91,219536.09,16.08,74.08,61.75,9410.33,9524.67,9413.83,9402.17,515904,350774,10,64,60,90.17,142.42,470.68,74.08,67.99210706
11817,qh2-rcc1202019-01-0313:20:00,qh2-rcc120 ,2019/1/3 13:20,32.41,328,80445.42,878442.34,16.03,74.42,61.58,9437.17,9516.5,9448.83,9411.5,515904,350774,10,64,60,90.45,142.3,470.3,74.42,67.99210706
11818,qh2-rcc1202019-01-0313:30:00,qh2-rcc120 ,2019/1/3 13:30,32.29,328,56833.06,178480.38,16.07,73.98,61.72,9401,9482.67,9413.83,9394,515904,350774,10,64,60,90.05,142.3,470.3,73.98,67.99210706
11819,qh2-rcc1202019-01-0313:40:00,qh2-rcc120 ,2019/1/3 13:40,32.94,328,66983.43,211458.04,16.07,74.63,62,9404.5,9507.17,9408,9392.83,515904,350774,10,64,60,90.7,142.3,470.3,74.63,67.99210706
11820,qh2-rcc1202019-01-0313:50:00,qh2-rcc120 ,2019/1/3 13:50,32.73,328.67,58390.31,260653.2,16,74.62,61.78,9408,9534,9429,9411.5,515904,350774,10,64,60,90.62,142.59,471.26,74.62,67.99210706
11821,qh2-rcc1202019-01-0314:00:00,qh2-rcc120 ,2019/1/3 14:00,32.64,328,75988.49,636478.47,16.07,74.4,61.85,9406.83,9543.33,9424.33,9406.83,515904,350774,10,64,60,90.47,142.3,470.3,74.4,67.99210706
11822,qh2-rcc1202019-01-0314:10:00,qh2-rcc120 ,2019/1/3 14:10,32.9,328.13,81593.79,363002.47,16,74.17,61.42,9417.33,9541,9416.17,9404.5,515904,350774,10,64,60,90.17,142.36,470.49,74.17,67.99210706
11823,qh2-rcc1202019-01-0314:20:00,qh2-rcc120 ,2019/1/3 14:20,32.69,328,53986.2,239839.91,16.33,74.33,61.77,9406.83,9524.67,9412.67,9409.17,515904,350774,10,64,60,90.67,142.3,470.3,74.33,67.99210706
11824,qh2-rcc1202019-01-0314:30:00,qh2-rcc120 ,2019/1/3 14:30,32.45,328,146874.85,314587.33,16,74.05,61.92,9396.33,9476.83,9418.5,9392.83,515904,350774,10,64,60,90.05,142.3,470.3,74.05,67.99210706
11825,qh2-rcc1202019-01-0314:40:00,qh2-rcc120 ,2019/1/3 14:40,32.65,328.53,95044.7,787012.68,16.17,74.75,61.78,9413.83,9485,9416.17,9404.5,515904,350774,10,64,60,90.92,142.53,471.07,74.75,67.99210706
11826,qh2-rcc1202019-01-0314:50:00,qh2-rcc120 ,2019/1/3 14:50,32.37,328,55320.48,179545.79,16,74.28,61.75,9413.83,9515.33,9427.83,9420.83,515904,350774,10,64,60,90.28,142.3,470.3,74.28,67.99210706
11827,qh2-rcc1202019-01-0315:00:00,qh2-rcc120 ,2019/1/3 15:00,32.38,328,58946.79,194950.23,16.15,74.27,62,9423.17,9531.67,9430.17,9404.5,515904,350774,10,64,60,90.42,142.3,470.3,74.27,67.99210706
11828,qh2-rcc1202019-01-0315:10:00,qh2-rcc120 ,2019/1/3 15:10,32.57,328.27,73407.73,412747.11,16.12,74.83,62.08,9422,9536.33,9432.5,9419.67,515904,350774,10,64,60,90.95,142.42,470.68,74.83,67.99210706
11829,qh2-rcc1202019-01-0315:20:00,qh2-rcc120 ,2019/1/3 15:20,32.96,328,69297.5,570320.82,16,74.45,62,9423.17,9548,9433.67,9412.67,515904,350774,10,64,60,90.45,142.3,470.3,74.45,67.99210706
11830,qh2-rcc1202019-01-0315:30:00,qh2-rcc120 ,2019/1/3 15:30,32.34,328,55971.39,166381.71,16.52,74.7,61.93,9415,9559.67,9433.67,9404.5,515904,350774,10,64,60,91.22,142.3,470.3,74.7,67.99210706
11831,qh2-rcc1202019-01-0315:40:00,qh2-rcc120 ,2019/1/3 15:40,32.76,328,71737.08,302725.19,16,74.55,61.82,9430.17,9566.67,9455.83,9419.67,515904,350774,10,64,60,90.55,142.3,470.3,74.55,67.99210706
11832,qh2-rcc1202019-01-0315:50:00,qh2-rcc120 ,2019/1/3 15:50,32.51,328,79055.6,359560.32,16.35,74.35,61.43,9478,9576,9492,9413.83,515904,350774,10,64,60,90.7,142.3,470.3,74.35,67.99210706
