,Id,Series,Time,CPU_Load,Power,Network_RX,Network_TX,Inlet_Temperature,CPU1_Temperature,CPU2_Temperature,Fan_speed1,Fan_speed2,Fan_speed3,Fan_speed4,Ram,Ram_Used,No_Of_Running_vms,CPU_cores,CPU_cores_used,Ambient_Temperature,Cooling_Power,Total_Power,CPU_Temp_Max,RAM_Load
0,qh2-rcc1202018-10-0911:20:00,qh2-rcc120 ,2018/10/9 11:20,3.47,90.53,408343.34,147737.95,16.97,37.08,36.72,7502.83,7571.67,7500.5,7462,515639,301622,15,64,63,54.05,39.28,129.81,37.08,58.49479966
1,qh2-rcc1202018-10-0911:30:00,qh2-rcc120 ,2018/10/9 11:30,3.62,88.93,44589.41,202395.92,17,37.78,37.08,7141.17,7182,7147,7113.17,515639,301622,15,64,63,54.78,38.58,127.52,37.78,58.49479966
2,qh2-rcc1202018-10-0911:40:00,qh2-rcc120 ,2018/10/9 11:40,3.41,88.8,40146.87,157905.96,17,38.23,37.47,6728.17,6802.83,6743.33,6729.33,515639,301622,15,64,63,55.23,38.53,127.33,38.23,58.49479966
3,qh2-rcc1202018-10-0911:50:00,qh2-rcc120 ,2018/10/9 11:50,3.33,89.87,441692.39,142941.03,17,38.18,37.55,6813.33,6856.5,6808.67,6771.33,515639,301622,15,64,63,55.18,38.99,128.85,38.18,58.49479966
4,qh2-rcc1202018-10-0912:00:00,qh2-rcc120 ,2018/10/9 12:00,3.36,89.6,422057.82,770341.89,16.95,37.42,36.87,7390.83,7445.67,7401.33,7351.17,515639,301622,15,64,63,54.37,38.87,128.47,37.42,58.49479966
5,qh2-rcc1202018-10-0912:10:00,qh2-rcc120 ,2018/10/9 12:10,3.61,88,41317.4,209986.9,17,36.63,36.63,7670.83,7707,7687.17,7607.83,515639,301622,15,64,63,53.63,38.18,126.18,36.63,58.49479966
6,qh2-rcc1202018-10-0912:20:00,qh2-rcc120 ,2018/10/9 12:20,4.32,93.07,339255.28,301362.56,16.9,37.37,37.32,7375.67,7418.83,7365.17,7366.33,515639,301622,15,64,63,54.27,40.38,133.44,37.37,58.49479966
7,qh2-rcc1202018-10-0912:30:00,qh2-rcc120 ,2018/10/9 12:30,6.52,103.07,1839193.24,162519.24,17,39.85,39.45,7241.5,7267.17,7252,7205.33,515639,301622,15,64,63,56.85,44.72,147.78,39.85,58.49479966
8,qh2-rcc1202018-10-0912:40:00,qh2-rcc120 ,2018/10/9 12:40,3.48,88.53,41986.12,173693.17,17,37.07,36.3,7702.33,7735,7707,7623,515639,301622,15,64,63,54.07,38.41,126.94,37.07,58.49479966
9,qh2-rcc1202018-10-0912:50:00,qh2-rcc120 ,2018/10/9 12:50,3.65,89.07,403513.11,174107.76,17,36.97,36.73,7567,7644,7555.33,7547.17,515639,301622,15,64,63,53.97,38.64,127.71,36.97,58.49479966
10,qh2-rcc1202018-10-0913:00:00,qh2-rcc120 ,2018/10/9 13:00,3.89,89.2,401210.49,163147.1,17,37.78,36.82,7231,7299.83,7242.67,7205.33,515639,301622,15,64,63,54.78,38.7,127.9,37.78,58.49479966
11,qh2-rcc1202018-10-0913:10:00,qh2-rcc120 ,2018/10/9 13:10,3.57,88,96171.25,161498.35,17,37.18,36.25,7519.17,7557.67,7533.17,7457.33,515639,301622,15,64,63,54.18,38.18,126.18,37.18,58.49479966
12,qh2-rcc1202018-10-0913:20:00,qh2-rcc120 ,2018/10/9 13:20,3.83,89.07,382718.37,272809.45,17,37.05,36.65,7533.17,7585.67,7525,7498.17,515639,301622,15,64,63,54.05,38.64,127.71,37.05,58.49479966
13,qh2-rcc1202018-10-0913:30:00,qh2-rcc120 ,2018/10/9 13:30,3.7,88.53,438597.27,160982.37,17,36.97,36.3,7451.5,7568.17,7459.67,7428.17,515639,301622,15,64,63,53.97,38.41,126.94,36.97,58.49479966
14,qh2-rcc1202018-10-0913:40:00,qh2-rcc120 ,2018/10/9 13:40,4.33,88.93,43732.96,186681.62,17,37.02,36.67,7535.5,7543.67,7530.83,7439.83,515639,301622,15,64,63,54.02,38.58,127.52,37.02,58.49479966
15,qh2-rcc1202018-10-0913:50:00,qh2-rcc120 ,2018/10/9 13:50,4.29,90.27,428093.21,169672.32,16.95,37.3,36.73,7504,7536.67,7504,7443.33,515639,301622,15,64,63,54.25,39.16,129.43,37.3,58.49479966
16,qh2-rcc1202018-10-0914:00:00,qh2-rcc120 ,2018/10/9 14:00,3.6,88.27,437134.49,249890.3,17,37.68,36.88,7421.17,7436.33,7408.33,7350,515639,301622,15,64,63,54.68,38.29,126.56,37.68,58.49479966
17,qh2-rcc1202018-10-0914:10:00,qh2-rcc120 ,2018/10/9 14:10,3.89,88,43098.42,171801.75,17,37.08,36.73,7500.5,7555.33,7487.67,7455,515639,301622,15,64,63,54.08,38.18,126.18,37.08,58.49479966
18,qh2-rcc1202018-10-0914:20:00,qh2-rcc120 ,2018/10/9 14:20,3.78,90.4,42887.91,177257.08,17,37.33,36.9,7449.17,7483,7469,7392,515639,301622,15,64,63,54.33,39.22,129.62,37.33,58.49479966
19,qh2-rcc1202018-10-0914:30:00,qh2-rcc120 ,2018/10/9 14:30,3.81,89.87,44502.05,191291.38,17,37.02,36.2,7592.67,7618.33,7581,7500.5,515639,169515.55,15,64,63,54.02,38.99,128.85,37.02,32.87485043
20,qh2-rcc1202018-10-0914:40:00,qh2-rcc120 ,2018/10/9 14:40,3.98,88.93,400848.52,273253.54,17,36.85,36.57,7609,7666.17,7618.33,7576.33,515639,139859,15,64,63,53.85,38.58,127.52,36.85,27.12343325
21,qh2-rcc1202018-10-0914:50:00,qh2-rcc120 ,2018/10/9 14:50,3.61,88.13,428330.98,167758.3,17,37.62,37.52,7484.17,7530.83,7480.67,7441,515639,139859,15,64,63,54.62,38.24,126.37,37.62,27.12343325
22,qh2-rcc1202018-10-0915:00:00,qh2-rcc120 ,2018/10/9 15:00,3.65,88.67,229849.75,189496.03,17,38.22,37.75,7549.5,7571.67,7553,7483,515639,139859,15,64,63,55.22,38.47,127.13,38.22,27.12343325
23,qh2-rcc1202018-10-0915:10:00,qh2-rcc120 ,2018/10/9 15:10,4.11,88.67,258382.56,175141.91,17.13,38.23,37.67,7451.5,7497,7455,7388.5,515639,271965.45,15,64,63,55.37,38.47,127.13,38.23,52.74338248
24,qh2-rcc1202018-10-0915:20:00,qh2-rcc120 ,2018/10/9 15:20,3.83,90,479177.7,231693.64,17.13,38.42,37.52,7630,7653.33,7620.67,7542.5,515639,301622,15,64,63,55.55,39.05,129.05,38.42,58.49479966
25,qh2-rcc1202018-10-0915:30:00,qh2-rcc120 ,2018/10/9 15:30,3.77,89.07,419291.39,140116.9,17,38.38,37.92,7410.67,7427,7424.67,7378,515639,301622,15,64,63,55.38,38.64,127.71,38.38,58.49479966
26,qh2-rcc1202018-10-0915:40:00,qh2-rcc120 ,2018/10/9 15:40,4.27,100,1350208.88,316000.27,17,39.25,38.93,7611.33,7654.5,7606.67,7563.5,515639,301622,15,64,63,56.25,43.38,143.38,39.25,58.49479966
27,qh2-rcc1202018-10-0915:50:00,qh2-rcc120 ,2018/10/9 15:50,7.22,141.73,1200202.46,229606.71,17,47.67,48.03,7242.67,7263.67,7254.33,7234.5,515639,301622,15,64,63,65.03,61.49,203.22,48.03,58.49479966
28,qh2-rcc1202018-10-0916:00:00,qh2-rcc120 ,2018/10/9 16:00,7,141.6,1430227.3,283535.82,17,47.65,47.83,7260.17,7302.17,7285.83,7226.33,515639,301622,15,64,63,64.83,61.43,203.03,47.83,58.49479966
29,qh2-rcc1202018-10-0916:10:00,qh2-rcc120 ,2018/10/9 16:10,7.2,136.27,510990.58,218773.17,17,45.78,45.62,7718.67,7777,7722.17,7666.17,515639,301622,15,64,63,62.78,59.12,195.39,45.78,58.49479966
30,qh2-rcc1202018-10-0916:20:00,qh2-rcc120 ,2018/10/9 16:20,7.46,141.73,553506.69,191870.55,17,46.27,46.48,7649.83,7674.33,7647.5,7592.67,515639,301622,15,64,63,63.48,61.49,203.22,46.48,58.49479966
31,qh2-rcc1202018-10-0916:30:00,qh2-rcc120 ,2018/10/9 16:30,6.97,141.73,525335.84,245420.87,17,46.87,46.87,7463.17,7528.5,7470.17,7444.5,515639,301622,15,64,63,63.87,61.49,203.22,46.87,58.49479966
32,qh2-rcc1202018-10-0916:40:00,qh2-rcc120 ,2018/10/9 16:40,7.14,137.2,3740490.45,224991.88,17,44.88,44.58,7948.5,8004.5,7927.5,7879.67,515639,301622,15,64,63,61.88,59.52,196.72,44.88,58.49479966
33,qh2-rcc1202018-10-0916:50:00,qh2-rcc120 ,2018/10/9 16:50,7.1,136.53,2794114.42,192089.58,17,45.33,44.7,7863.33,7887.83,7870.33,7799.17,515639,301622,15,64,63,62.33,59.23,195.77,45.33,58.49479966
34,qh2-rcc1202018-10-0917:00:00,qh2-rcc120 ,2018/10/9 17:00,6.91,131.6,2826430.59,238715.77,17,44.8,44.2,7737.33,7775.83,7743.17,7674.33,515639,301622,15,64,63,61.8,57.09,188.69,44.8,58.49479966
35,qh2-rcc1202018-10-0917:10:00,qh2-rcc120 ,2018/10/9 17:10,7.25,134,1984271.88,350885.66,17,44.32,44.32,7800.33,7844.67,7798,7722.17,515639,301622,15,64,63,61.32,58.14,192.14,44.32,58.49479966
36,qh2-rcc1202018-10-0917:20:00,qh2-rcc120 ,2018/10/9 17:20,7.11,132.53,1839870.76,432689.55,16.98,44.4,44.2,7786.33,7809.67,7777,7695.33,515639,301622,15,64,63,61.38,57.5,190.03,44.4,58.49479966
37,qh2-rcc1202018-10-0917:30:00,qh2-rcc120 ,2018/10/9 17:30,7.37,135.73,2150434.71,423932.73,16.92,44.97,45.08,7735,7761.83,7729.17,7663.83,515639,301622,15,64,63,62,58.89,194.62,45.08,58.49479966
38,qh2-rcc1202018-10-0917:40:00,qh2-rcc120 ,2018/10/9 17:40,7.24,136.27,3906103.73,917036.06,16.98,45.35,45.18,7821.33,7866.83,7835.33,7749,515639,301622,15,64,63,62.33,59.12,195.39,45.35,58.49479966
39,qh2-rcc1202018-10-0917:50:00,qh2-rcc120 ,2018/10/9 17:50,7.58,137.6,4624652.27,429010.38,17,45.42,45.53,7809.67,7850.5,7815.5,7721,515639,301622,15,64,63,62.53,59.7,197.3,45.53,58.49479966
40,qh2-rcc1202018-10-0918:00:00,qh2-rcc120 ,2018/10/9 18:00,7.39,138.27,2296768.81,338005.05,16.98,45.63,45.78,7805,7866.83,7805,7733.83,515639,301622,15,64,63,62.77,59.99,198.25,45.78,58.49479966
41,qh2-rcc1202018-10-0918:10:00,qh2-rcc120 ,2018/10/9 18:10,7.25,136.4,2508984.43,294609.15,16.98,44.87,44.82,7956.67,8006.83,7966,7890.17,515639,301622,15,64,63,61.85,59.18,195.58,44.87,58.49479966
42,qh2-rcc1202018-10-0918:20:00,qh2-rcc120 ,2018/10/9 18:20,7.2,136.93,3723771.94,268917.97,16.98,45.18,44.82,7885.5,7947.33,7907.67,7823.67,515639,301622,15,64,63,62.17,59.41,196.34,45.18,58.49479966
43,qh2-rcc1202018-10-0918:30:00,qh2-rcc120 ,2018/10/9 18:30,7.29,137.73,4596938.22,373908.47,17,45.42,45.15,7834.17,7872.67,7841.17,7754.83,515639,301622,15,64,63,62.42,59.76,197.49,45.42,58.49479966
44,qh2-rcc1202018-10-0918:40:00,qh2-rcc120 ,2018/10/9 18:40,6.7,140.27,2668679.18,234001.05,17,45.55,45.35,7880.83,7931,7886.67,7820.17,515639,301622,15,64,63,62.55,60.85,201.12,45.55,58.49479966
45,qh2-rcc1202018-10-0918:50:00,qh2-rcc120 ,2018/10/9 18:50,7.16,138.4,2681754.88,219681.95,17,45.33,45.4,7815.5,7850.5,7828.33,7731.5,515639,301622,15,64,63,62.4,60.04,198.44,45.4,58.49479966
46,qh2-rcc1202018-10-0919:00:00,qh2-rcc120 ,2018/10/9 19:00,7.01,139.07,2920908.18,257381.52,17,45.83,45.63,7681.33,7726.83,7694.17,7645.17,515639,301622,15,64,63,62.83,60.33,199.4,45.83,58.49479966
47,qh2-rcc1202018-10-0919:10:00,qh2-rcc120 ,2018/10/9 19:10,7.13,138.13,2507855.91,220540.21,17,45.37,45.03,7827.17,7859.83,7822.5,7750.17,515639,301622,15,64,63,62.37,59.93,198.06,45.37,58.49479966
48,qh2-rcc1202018-10-0919:20:00,qh2-rcc120 ,2018/10/9 19:20,7.4,138.8,2475780.79,219001.12,17,45.22,45.4,7801.5,7855.17,7807.33,7732.67,515639,301622,15,64,63,62.4,60.22,199.02,45.4,58.49479966
49,qh2-rcc1202018-10-0919:30:00,qh2-rcc120 ,2018/10/9 19:30,6.77,138.4,2592785.52,288722.5,17,45.47,44.9,7763,7803.83,7772.33,7689.5,515639,301622,15,64,63,62.47,60.04,198.44,45.47,58.49479966
50,qh2-rcc1202018-10-0919:40:00,qh2-rcc120 ,2018/10/9 19:40,7.46,140.27,2415093.27,161199.44,17,45.55,45.47,7737.33,7786.33,7746.67,7679,515639,301622,15,64,63,62.55,60.85,201.12,45.55,58.49479966
51,qh2-rcc1202018-10-0919:50:00,qh2-rcc120 ,2018/10/9 19:50,7.62,139.07,1455272.16,196585.31,17,46.17,46,7498.17,7519.17,7471.33,7455,515639,301622,15,64,63,63.17,60.33,199.4,46.17,58.49479966
52,qh2-rcc1202018-10-0920:00:00,qh2-rcc120 ,2018/10/9 20:00,7.63,143.2,1336697.66,315476.85,17,47.13,47.28,7340.67,7404.83,7348.83,7350,515639,301622,15,64,63,64.28,62.13,205.33,47.28,58.49479966
53,qh2-rcc1202018-10-0920:10:00,qh2-rcc120 ,2018/10/9 20:10,7.08,142.93,1167707.15,170156.98,17,47.1,47.35,7372.17,7396.67,7366.33,7333.67,515639,301622,15,64,63,64.35,62.01,204.94,47.35,58.49479966
54,qh2-rcc1202018-10-0920:20:00,qh2-rcc120 ,2018/10/9 20:20,6.54,125.6,475750.77,525429.25,17,44.13,43.22,7462,7500.5,7462,7402.5,515639,301622,15,64,63,61.13,54.49,180.09,44.13,58.49479966
55,qh2-rcc1202018-10-0920:30:00,qh2-rcc120 ,2018/10/9 20:30,6.29,137.07,1654481.62,170146.64,17,44.95,45.07,7571.67,7610.17,7572.83,7530.83,515639,301622,15,64,63,62.07,59.47,196.53,45.07,58.49479966
56,qh2-rcc1202018-10-0920:40:00,qh2-rcc120 ,2018/10/9 20:40,7.02,141.87,1517529.46,223319.33,16.97,45.17,45.45,7819,7862.17,7822.5,7745.5,515639,301622,15,64,63,62.42,61.55,203.41,45.45,58.49479966
57,qh2-rcc1202018-10-0920:50:00,qh2-rcc120 ,2018/10/9 20:50,7.26,141.33,1001481.39,169313.82,17,45.13,45.07,7836.5,7866.83,7836.5,7742,515639,301622,15,64,63,62.13,61.32,202.65,45.13,58.49479966
58,qh2-rcc1202018-10-0921:00:00,qh2-rcc120 ,2018/10/9 21:00,6.94,136.4,2884125.74,224480.97,17,44.92,44.45,7791,7824.83,7802.67,7719.83,515639,301622,15,64,63,61.92,59.18,195.58,44.92,58.49479966
59,qh2-rcc1202018-10-0921:10:00,qh2-rcc120 ,2018/10/9 21:10,7,141.07,1470451.23,182194.65,16.83,45.38,45.25,7915.83,7894.83,7917,7761.83,515639,301622,15,64,63,62.22,61.2,202.27,45.38,58.49479966
60,qh2-rcc1202018-10-0921:20:00,qh2-rcc120 ,2018/10/9 21:20,7.33,137.07,1069512.01,210519.08,17,44.68,44.75,7752.5,7792.17,7753.67,7679,515639,301622,15,64,63,61.75,59.47,196.53,44.75,58.49479966
61,qh2-rcc1202018-10-0921:30:00,qh2-rcc120 ,2018/10/9 21:30,7.17,140.13,900906.94,148906.31,16.93,45.37,45.73,7756,7800.33,7757.17,7691.83,515639,301622,15,64,63,62.67,60.8,200.93,45.73,58.49479966
62,qh2-rcc1202018-10-0921:40:00,qh2-rcc120 ,2018/10/9 21:40,6.99,132.27,886943.34,144408.44,17,44.27,43.87,7737.33,7791,7744.33,7672,515639,301622,15,64,63,61.27,57.38,189.65,44.27,58.49479966
63,qh2-rcc1202018-10-0921:50:00,qh2-rcc120 ,2018/10/9 21:50,6.85,136.27,1381058.52,288257.69,16.92,44.42,44.53,7717.5,7757.17,7718.67,7648.67,515639,301622,15,64,63,61.45,59.12,195.39,44.53,58.49479966
64,qh2-rcc1202018-10-0922:00:00,qh2-rcc120 ,2018/10/9 22:00,6.98,141.73,713415.39,193669.34,17,45.72,45.68,7705.83,7757.17,7719.83,7665,515639,301622,15,64,63,62.72,61.49,203.22,45.72,58.49479966
65,qh2-rcc1202018-10-0922:10:00,qh2-rcc120 ,2018/10/9 22:10,6.38,130.67,1074396.73,225908.22,17,43.62,43.43,7786.33,7812,7791,7723.33,515639,301622,15,64,63,60.62,56.69,187.36,43.62,58.49479966
66,qh2-rcc1202018-10-0922:20:00,qh2-rcc120 ,2018/10/9 22:20,7.21,135.2,1300579.57,174942.23,17,44.53,44.5,7687.17,7740.83,7704.67,7635.83,515639,301622,15,64,63,61.53,58.66,193.86,44.53,58.49479966
67,qh2-rcc1202018-10-0922:30:00,qh2-rcc120 ,2018/10/9 22:30,7.12,141.73,1482961.83,139908.55,17,45.62,45.88,7653.33,7700,7660.33,7609,515639,301622,15,64,63,62.88,61.49,203.22,45.88,58.49479966
68,qh2-rcc1202018-10-0922:40:00,qh2-rcc120 ,2018/10/9 22:40,6.95,134.13,1590426.43,297506.22,17,44.52,44.03,7835.33,7886.67,7841.17,7756,515639,301622,15,64,63,61.52,58.19,192.33,44.52,58.49479966
69,qh2-rcc1202018-10-0922:50:00,qh2-rcc120 ,2018/10/9 22:50,6.97,135.73,1117811.82,194208.34,16.93,44.3,44.53,7852.83,7904.17,7856.33,7773.5,515639,301622,15,64,63,61.47,58.89,194.62,44.53,58.49479966
70,qh2-rcc1202018-10-0923:00:00,qh2-rcc120 ,2018/10/9 23:00,7.55,141.2,1119484.39,181067.17,16.95,45.55,45.88,7807.33,7841.17,7810.83,7715.17,515639,301622,15,64,63,62.83,61.26,202.46,45.88,58.49479966
71,qh2-rcc1202018-10-0923:10:00,qh2-rcc120 ,2018/10/9 23:10,7.46,138.67,1372675.98,284910.54,17,45.53,45.7,7823.67,7871.5,7830.67,7743.17,515639,301622,15,64,63,62.7,60.16,198.83,45.7,58.49479966
72,qh2-rcc1202018-10-0923:20:00,qh2-rcc120 ,2018/10/9 23:20,7.32,140.93,1322393.77,287249.02,17.8,45.95,45.92,7835.33,7897.17,7847,7775.83,515639,301622,15,64,63,63.75,61.14,202.08,45.95,58.49479966
73,qh2-rcc1202018-10-0923:30:00,qh2-rcc120 ,2018/10/9 23:30,7.34,140,1159068.41,190215.24,17.72,45.5,45.3,7854,7896,7843.5,7774.67,515639,301622,15,64,63,63.22,60.74,200.74,45.5,58.49479966
74,qh2-rcc1202018-10-0923:40:00,qh2-rcc120 ,2018/10/9 23:40,7.32,139.6,1787707.15,1811747.79,17,45.5,45.77,7709.33,7759.5,7709.33,7659.17,515639,301622,15,64,63,62.77,60.56,200.16,45.77,58.49479966
75,qh2-rcc1202018-10-0923:50:00,qh2-rcc120 ,2018/10/9 23:50,7.07,134.93,2167248.75,267175.55,17,44.8,44.68,7683.67,7733.83,7700,7626.5,515639,301622,15,64,63,61.8,58.54,193.47,44.8,58.49479966
76,qh2-rcc1202018-10-1000:00:00,qh2-rcc120 ,2018/10/10 0:00,6.92,136.53,2791714.55,263772.7,17,45.18,45.02,7714,7772.33,7716.33,7662.67,515639,301622,15,64,63,62.18,59.23,195.77,45.18,58.49479966
77,qh2-rcc1202018-10-1000:10:00,qh2-rcc120 ,2018/10/10 0:10,7.14,131.2,2304569.95,186743.93,17,43.4,43.62,7873.83,7920.5,7865.67,7812,515639,301622,15,64,63,60.62,56.92,188.12,43.62,58.49479966
78,qh2-rcc1202018-10-1000:20:00,qh2-rcc120 ,2018/10/10 0:20,5.87,120.27,1135597.66,190419.84,17,42.72,41.75,7694.17,7714,7690.67,7628.83,515639,301622,15,64,63,59.72,52.18,172.44,42.72,58.49479966
79,qh2-rcc1202018-10-1000:30:00,qh2-rcc120 ,2018/10/10 0:30,3.54,89.2,445747.14,183600.36,17,37.03,36.53,7473.67,7511,7457.33,7435.17,515639,301622,15,64,63,54.03,38.7,127.9,37.03,58.49479966
80,qh2-rcc1202018-10-1000:40:00,qh2-rcc120 ,2018/10/10 0:40,3.91,88.93,438275.98,140626.39,17,36.15,35.73,7800.33,7844.67,7817.83,7738.5,515639,301622,15,64,63,53.15,38.58,127.52,36.15,58.49479966
81,qh2-rcc1202018-10-1000:50:00,qh2-rcc120 ,2018/10/10 0:50,4.03,88.93,450340.02,145695.21,17,36.15,35.52,7828.33,7887.83,7840,7777,515639,301622,15,64,63,53.15,38.58,127.52,36.15,58.49479966
82,qh2-rcc1202018-10-1001:00:00,qh2-rcc120 ,2018/10/10 1:00,3.32,88.13,39185.42,152142.71,17,36.27,35.57,7897.17,7947.33,7905.33,7834.17,515639,301622,15,64,63,53.27,38.24,126.37,36.27,58.49479966
83,qh2-rcc1202018-10-1001:10:00,qh2-rcc120 ,2018/10/10 1:10,3.21,88,417153.26,124976.52,17,36.13,35.88,7950.83,7988.17,7962.5,7872.67,515639,301622,15,64,63,53.13,38.18,126.18,36.13,58.49479966
84,qh2-rcc1202018-10-1001:20:00,qh2-rcc120 ,2018/10/10 1:20,3.67,89.33,406241.92,136469.67,17,36.67,36.37,7799.17,7833,7803.83,7721,515639,301622,15,64,63,53.67,38.76,128.09,36.67,58.49479966
85,qh2-rcc1202018-10-1001:30:00,qh2-rcc120 ,2018/10/10 1:30,3.66,88.4,39121.27,120181.63,17,36.6,36.03,7766.5,7815.5,7766.5,7705.83,515639,301622,15,64,63,53.6,38.35,126.75,36.6,58.49479966
86,qh2-rcc1202018-10-1001:40:00,qh2-rcc120 ,2018/10/10 1:40,3.46,88.93,420968.55,248086.22,17,36.33,36.02,7896,7943.83,7893.67,7823.67,515639,301622,15,64,63,53.33,38.58,127.52,36.33,58.49479966
87,qh2-rcc1202018-10-1001:50:00,qh2-rcc120 ,2018/10/10 1:50,3.64,89.6,430113.01,138518.89,17,36.55,35.98,7861,7910,7864.5,7794.5,515639,301622,15,64,63,53.55,38.87,128.47,36.55,58.49479966
88,qh2-rcc1202018-10-1002:00:00,qh2-rcc120 ,2018/10/10 2:00,3.57,89.07,39332.85,134645.91,17,36.65,36.33,7725.67,7765.33,7733.83,7635.83,515639,301622,15,64,63,53.65,38.64,127.71,36.65,58.49479966
89,qh2-rcc1202018-10-1002:10:00,qh2-rcc120 ,2018/10/10 2:10,4.04,91.47,4217394.83,3854149.48,17,36.85,36.62,7749,7785.17,7746.67,7669.67,515639,301622,15,64,63,53.85,39.68,131.15,36.85,58.49479966
90,qh2-rcc1202018-10-1002:20:00,qh2-rcc120 ,2018/10/10 2:20,4.49,94.13,4432819.89,4331964.34,17,37.2,36.48,7782.83,7826,7785.17,7729.17,515639,301622,15,64,63,54.2,40.84,134.97,37.2,58.49479966
91,qh2-rcc1202018-10-1002:30:00,qh2-rcc120 ,2018/10/10 2:30,3.62,88.13,439089.81,160742.46,17,36.93,35.9,7628.83,7670.83,7637,7572.83,515639,301622,15,64,63,53.93,38.24,126.37,36.93,58.49479966
92,qh2-rcc1202018-10-1002:40:00,qh2-rcc120 ,2018/10/10 2:40,4.12,88.8,37870.37,143979.42,17,36.32,35.35,7933.33,7987,7953.17,7859.83,515639,301622,15,64,63,53.32,38.53,127.33,36.32,58.49479966
93,qh2-rcc1202018-10-1002:50:00,qh2-rcc120 ,2018/10/10 2:50,3.75,90.27,428526.04,204388,17,36.28,35.58,7897.17,7946.17,7903,7833,515639,301622,15,64,63,53.28,39.16,129.43,36.28,58.49479966
94,qh2-rcc1202018-10-1003:00:00,qh2-rcc120 ,2018/10/10 3:00,3.68,88,431800.88,176442.26,17,36.47,35.47,7854,7898.33,7864.5,7796.83,515639,301622,15,64,63,53.47,38.18,126.18,36.47,58.49479966
95,qh2-rcc1202018-10-1003:10:00,qh2-rcc120 ,2018/10/10 3:10,3.28,88.4,455908.39,156106.09,17,36.17,35.77,7928.67,7991.67,7954.33,7868,515639,301622,15,64,63,53.17,38.35,126.75,36.17,58.49479966
96,qh2-rcc1202018-10-1003:20:00,qh2-rcc120 ,2018/10/10 3:20,3.53,90.53,41916.7,174711.43,17,36.32,35.77,7927.5,7978.83,7933.33,7862.17,515639,301622,15,64,63,53.32,39.28,129.81,36.32,58.49479966
97,qh2-rcc1202018-10-1003:30:00,qh2-rcc120 ,2018/10/10 3:30,3.67,88.4,416301.92,218382.9,17,36.8,35.48,7754.83,7779.33,7757.17,7658,515639,301622,15,64,63,53.8,38.35,126.75,36.8,58.49479966
98,qh2-rcc1202018-10-1003:40:00,qh2-rcc120 ,2018/10/10 3:40,3.97,88.93,437002.58,144898.05,17,36.32,35.85,7901.83,7948.5,7919.33,7834.17,515639,301622,15,64,63,53.32,38.58,127.52,36.32,58.49479966
99,qh2-rcc1202018-10-1003:50:00,qh2-rcc120 ,2018/10/10 3:50,3.13,90.4,482248.87,1068466.72,17,36.43,36.08,7849.33,7890.17,7851.67,7761.83,515639,301622,15,64,63,53.43,39.22,129.62,36.43,58.49479966
100,qh2-rcc1202018-10-1004:00:00,qh2-rcc120 ,2018/10/10 4:00,3.47,88.8,406324.54,146099.1,17,36.35,35.52,7802.67,7836.5,7814.33,7718.67,515639,301622,15,64,63,53.35,38.53,127.33,36.35,58.49479966
101,qh2-rcc1202018-10-1004:10:00,qh2-rcc120 ,2018/10/10 4:10,3.5,88,115015.27,224928.23,17,36.02,35.07,7861,7918.17,7871.5,7795.67,515639,301622,15,64,63,53.02,38.18,126.18,36.02,58.49479966
102,qh2-rcc1202018-10-1004:20:00,qh2-rcc120 ,2018/10/10 4:20,3.65,88.93,362011.27,162844.16,17,36.18,35.25,7861,7897.17,7859.83,7778.17,515639,301622,15,64,63,53.18,38.58,127.52,36.18,58.49479966
103,qh2-rcc1202018-10-1004:30:00,qh2-rcc120 ,2018/10/10 4:30,3.95,88.8,432844.42,142950.76,17,36.53,35.7,7781.67,7835.33,7791,7712.83,515639,301622,15,64,63,53.53,38.53,127.33,36.53,58.49479966
104,qh2-rcc1202018-10-1004:40:00,qh2-rcc120 ,2018/10/10 4:40,3.49,88.93,38508.12,141184.78,17,36.37,35.65,7823.67,7875,7834.17,7778.17,515639,301622,15,64,63,53.37,38.58,127.52,36.37,58.49479966
105,qh2-rcc1202018-10-1004:50:00,qh2-rcc120 ,2018/10/10 4:50,3.65,89.87,427159.01,225426.06,17,36.18,35.85,7849.33,7904.17,7864.5,7777,515639,301622,15,64,63,53.18,38.99,128.85,36.18,58.49479966
106,qh2-rcc1202018-10-1005:00:00,qh2-rcc120 ,2018/10/10 5:00,3.25,89.73,494009.85,145673.24,17,36.23,36.22,7885.5,7941.5,7883.17,7809.67,515639,301622,15,64,63,53.23,38.93,128.66,36.23,58.49479966
107,qh2-rcc1202018-10-1005:10:00,qh2-rcc120 ,2018/10/10 5:10,4.31,88.8,482423.79,152323.77,17,36.25,36.37,7883.17,7934.5,7901.83,7833,515639,301622,15,64,63,53.37,38.53,127.33,36.37,58.49479966
108,qh2-rcc1202018-10-1005:20:00,qh2-rcc120 ,2018/10/10 5:20,3.39,90.27,41040.35,159116.52,17,36.43,35.93,7856.33,7905.33,7850.5,7789.83,515639,301622,15,64,63,53.43,39.16,129.43,36.43,58.49479966
109,qh2-rcc1202018-10-1005:30:00,qh2-rcc120 ,2018/10/10 5:30,3.52,88.53,447684.32,228340.22,17,36.42,35.8,7800.33,7840,7792.17,7716.33,515639,301622,15,64,63,53.42,38.41,126.94,36.42,58.49479966
