,Id,Series,Time,CPU_Load,Power,Network_RX,Network_TX,Inlet_Temperature,CPU1_Temperature,CPU2_Temperature,Fan_speed1,Fan_speed2,Fan_speed3,Fan_speed4,Ram,Ram_Used,No_Of_Running_vms,CPU_cores,CPU_cores_used,Ambient_Temperature,Cooling_Power,Total_Power,CPU_Temp_Max
0,qh2-rcc1502018-10-0911:20:00,qh2-rcc150 ,2018-10-09 11:20:00,24.82,232.0,182950.97,640296.71,18.65,60.3,62.88,9606.33,9486.17,9521.17,9566.67,515639.0,449078.0,9.0,64.0,64.0,81.53,87.38,319.38,62.88
1,qh2-rcc1502018-10-0911:30:00,qh2-rcc150 ,2018-10-09 11:30:00,24.34,232.0,152709.04,200176.46,18.45,60.5,62.45,9558.5,9459.33,9481.5,9516.5,515639.0,449078.0,9.0,64.0,64.0,80.9,87.38,319.38,62.45
2,qh2-rcc1502018-10-0911:40:00,qh2-rcc150 ,2018-10-09 11:40:00,24.65,231.87,48173.06,177394.01,18.68,60.68,62.6,9648.33,9492.0,9492.0,9555.0,515639.0,449078.0,9.0,64.0,64.0,81.28,87.33,319.2,62.6
3,qh2-rcc1502018-10-0911:50:00,qh2-rcc150 ,2018-10-09 11:50:00,24.48,232.0,212220.68,74770.44,18.78,60.92,63.08,9549.17,9447.67,9475.67,9528.17,515639.0,449078.0,9.0,64.0,64.0,81.87,87.38,319.38,63.08
4,qh2-rcc1502018-10-0912:00:00,qh2-rcc150 ,2018-10-09 12:00:00,24.53,232.0,281511.28,408888.19,18.85,61.12,62.7,9574.83,9476.83,9490.83,9558.5,515639.0,449078.0,9.0,64.0,64.0,81.55,87.38,319.38,62.7
5,qh2-rcc1502018-10-0912:10:00,qh2-rcc150 ,2018-10-09 12:10:00,24.78,232.0,163891.6,2263355.46,18.77,61.18,62.8,9632.0,9508.33,9544.5,9609.83,515639.0,449078.0,9.0,64.0,64.0,81.57,87.38,319.38,62.8
6,qh2-rcc1502018-10-0912:20:00,qh2-rcc150 ,2018-10-09 12:20:00,24.49,232.0,156746.0,2345331.51,18.85,61.03,62.4,9573.67,9493.17,9482.67,9553.83,515639.0,449078.0,9.0,64.0,64.0,81.25,87.38,319.38,62.4
7,qh2-rcc1502018-10-0912:30:00,qh2-rcc150 ,2018-10-09 12:30:00,24.75,232.0,287659.12,3107229.54,19.03,61.13,62.83,9618.0,9480.33,9504.83,9557.33,515639.0,449078.0,9.0,64.0,64.0,81.87,87.38,319.38,62.83
8,qh2-rcc1502018-10-0912:40:00,qh2-rcc150 ,2018-10-09 12:40:00,24.77,232.0,182283.59,2140793.92,18.78,60.85,62.9,9594.67,9469.83,9499.0,9543.33,515639.0,449078.0,9.0,64.0,64.0,81.68,87.38,319.38,62.9
9,qh2-rcc1502018-10-0912:50:00,qh2-rcc150 ,2018-10-09 12:50:00,24.63,232.0,200835.24,1863488.89,19.0,61.1,62.93,9520.0,9430.17,9458.17,9496.67,515639.0,449078.0,9.0,64.0,64.0,81.93,87.38,319.38,62.93
10,qh2-rcc1502018-10-0913:00:00,qh2-rcc150 ,2018-10-09 13:00:00,24.76,233.6,221871.31,1272848.56,18.8,61.18,62.87,9458.17,9383.5,9406.83,9430.17,515639.0,449078.0,9.0,64.0,64.0,81.67,87.98,321.58,62.87
11,qh2-rcc1502018-10-0913:10:00,qh2-rcc150 ,2018-10-09 13:10:00,24.18,242.13,1339466.33,2654455.1,18.65,62.27,64.37,9320.5,9270.33,9283.17,9293.67,515639.0,449078.0,9.0,64.0,64.0,83.02,91.2,333.33,64.37
12,qh2-rcc1502018-10-0913:20:00,qh2-rcc150 ,2018-10-09 13:20:00,24.06,250.67,419460.13,2896765.28,18.7,63.75,66.27,9242.33,9158.33,9175.83,9219.0,515639.0,449078.0,9.0,64.0,64.0,84.97,94.41,345.08,66.27
13,qh2-rcc1502018-10-0913:30:00,qh2-rcc150 ,2018-10-09 13:30:00,24.78,253.07,320746.96,1614294.43,18.77,63.68,66.1,9308.83,9205.0,9195.67,9277.33,515639.0,449078.0,9.0,64.0,64.0,84.87,95.31,348.38,66.1
14,qh2-rcc1502018-10-0913:40:00,qh2-rcc150 ,2018-10-09 13:40:00,24.63,254.8,40561.56,54228.88,18.5,63.52,66.07,9311.17,9205.0,9214.33,9277.33,515639.0,449078.0,9.0,64.0,64.0,84.57,95.97,350.77,66.07
15,qh2-rcc1502018-10-0913:50:00,qh2-rcc150 ,2018-10-09 13:50:00,24.98,252.4,194433.15,42003.86,18.88,63.65,66.13,9313.5,9226.0,9200.33,9272.67,515639.0,449078.0,9.0,64.0,64.0,85.02,95.06,347.46,66.13
16,qh2-rcc1502018-10-0914:00:00,qh2-rcc150 ,2018-10-09 14:00:00,24.83,255.6,210117.61,118752.32,18.53,63.93,65.98,9312.33,9219.0,9195.67,9256.33,515639.0,377540.45,9.0,64.0,64.0,84.52,96.27,351.87,65.98
17,qh2-rcc1502018-10-0914:10:00,qh2-rcc150 ,2018-10-09 14:10:00,24.54,254.4,41676.23,52376.91,18.25,63.97,66.08,9270.33,9178.17,9194.5,9256.33,515639.0,361481.0,9.0,64.0,64.0,84.33,95.82,350.22,66.08
18,qh2-rcc1502018-10-0914:20:00,qh2-rcc150 ,2018-10-09 14:20:00,24.48,255.73,34715.63,36951.4,18.53,64.42,66.0,9335.67,9254.0,9284.33,9321.67,515639.0,361481.0,9.0,64.0,64.0,84.53,96.32,352.05,66.0
19,qh2-rcc1502018-10-0914:30:00,qh2-rcc150 ,2018-10-09 14:30:00,24.51,254.53,45206.77,44003.88,18.52,63.8,65.5,9359.0,9317.0,9333.33,9361.33,515639.0,361481.0,9.0,64.0,64.0,84.02,95.87,350.4,65.5
20,qh2-rcc1502018-10-0914:40:00,qh2-rcc150 ,2018-10-09 14:40:00,24.72,254.27,204143.72,560457.34,19.02,63.85,66.37,9377.67,9333.33,9355.5,9375.33,515639.0,361481.0,9.0,64.0,64.0,85.38,95.77,350.03,66.37
21,qh2-rcc1502018-10-0914:50:00,qh2-rcc150 ,2018-10-09 14:50:00,24.71,253.6,198494.92,279573.24,18.27,64.22,66.43,9359.0,9307.67,9326.33,9359.0,515639.0,361481.0,9.0,64.0,64.0,84.7,95.51,349.11,66.43
22,qh2-rcc1502018-10-0915:00:00,qh2-rcc150 ,2018-10-09 15:00:00,24.57,253.07,120598.5,1713893.32,18.8,64.4,66.68,9353.17,9305.33,9318.17,9353.17,515639.0,361481.0,9.0,64.0,64.0,85.48,95.31,348.38,66.68
23,qh2-rcc1502018-10-0915:10:00,qh2-rcc150 ,2018-10-09 15:10:00,24.71,255.47,167241.15,2212176.81,18.47,64.62,66.62,9362.5,9296.0,9322.83,9348.5,515639.0,433018.55,9.0,64.0,64.0,85.08,96.22,351.68,66.62
