,Id,Series,Time,CPU_Load,Power,Network_RX,Network_TX,Inlet_Temperature,CPU1_Temperature,CPU2_Temperature,Fan_speed1,Fan_speed2,Fan_speed3,Fan_speed4,Ram,Ram_Used,No_Of_Running_vms,CPU_cores,CPU_cores_used,Ambient_Temperature,Cooling_Power,Total_Power,CPU_Temp_Max
0,qh2-rcc1732018-10-0911:20:00,qh2-rcc173 ,2018-10-09 11:20:00,18.96,229.73,460307.35,325297.14,17.02,58.73,55.43,9287.83,9306.5,9280.83,9270.33,515639.0,342582.0,13.0,64.0,61.0,75.75,88.4,318.14,58.73
1,qh2-rcc1732018-10-0911:30:00,qh2-rcc173 ,2018-10-09 11:30:00,19.3,239.73,51712.67,208290.33,17.0,59.72,56.35,9142.0,9161.83,9146.67,9131.5,515639.0,342582.0,13.0,64.0,61.0,76.72,92.25,331.99,59.72
2,qh2-rcc1732018-10-0911:40:00,qh2-rcc173 ,2018-10-09 11:40:00,19.99,240.8,77635.36,763705.18,17.15,59.68,56.6,9256.33,9266.83,9243.5,9228.33,515639.0,342582.0,13.0,64.0,61.0,76.83,92.66,333.46,59.68
3,qh2-rcc1732018-10-0911:50:00,qh2-rcc173 ,2018-10-09 11:50:00,19.15,237.87,475070.01,273173.33,17.05,59.97,56.02,9230.67,9273.83,9237.67,9244.67,515639.0,342582.0,13.0,64.0,61.0,77.02,91.53,329.4,59.97
4,qh2-rcc1732018-10-0912:00:00,qh2-rcc173 ,2018-10-09 12:00:00,19.38,240.0,297774.04,91566.45,17.0,60.25,56.57,9262.17,9283.17,9257.5,9268.0,515639.0,342582.0,13.0,64.0,61.0,77.25,92.35,332.35,60.25
5,qh2-rcc1732018-10-0912:10:00,qh2-rcc173 ,2018-10-09 12:10:00,19.72,240.27,136043.21,476759.29,17.2,60.07,56.52,9349.67,9370.67,9349.67,9354.33,515639.0,342582.0,13.0,64.0,61.0,77.27,92.46,332.72,60.07
6,qh2-rcc1732018-10-0912:20:00,qh2-rcc173 ,2018-10-09 12:20:00,25.19,252.67,2648137.37,1070758.15,17.0,61.88,57.38,9286.67,9321.67,9284.33,9299.5,515639.0,342582.0,13.0,64.0,61.0,78.88,97.23,349.9,61.88
7,qh2-rcc1732018-10-0912:30:00,qh2-rcc173 ,2018-10-09 12:30:00,25.9,259.73,2869649.64,222706.02,17.27,63.12,57.33,9382.33,9384.67,9380.0,9378.83,515639.0,342582.0,13.0,64.0,61.0,80.38,99.95,359.68,63.12
8,qh2-rcc1732018-10-0912:40:00,qh2-rcc173 ,2018-10-09 12:40:00,19.45,240.4,63950.75,205718.36,17.0,59.63,56.0,9336.83,9346.17,9342.67,9331.0,515639.0,342582.0,13.0,64.0,61.0,76.63,92.51,332.91,59.63
9,qh2-rcc1732018-10-0912:50:00,qh2-rcc173 ,2018-10-09 12:50:00,19.22,242.13,378880.66,197507.09,17.22,60.18,56.33,9202.67,9224.83,9210.83,9206.17,515639.0,342582.0,13.0,64.0,61.0,77.4,93.18,335.31,60.18
