,Id,Series,Time,CPU_Load,Power,Network_RX,Network_TX,Inlet_Temperature,CPU1_Temperature,CPU2_Temperature,Fan_speed1,Fan_speed2,Fan_speed3,Fan_speed4,Ram,Ram_Used,No_Of_Running_vms,CPU_cores,CPU_cores_used,Ambient_Temperature,Cooling_Power,Total_Power,CPU_Temp_Max
0,qh2-rcc1562018-10-0911:20:00,qh2-rcc156 ,2018-10-09 11:20:00,20.26,237.73,1443125.45,1532478.11,19.13,61.22,55.53,8970.5,8947.17,8922.67,8990.33,515639.0,420406.0,8.0,64.0,64.0,80.35,80.99,318.72,61.22
1,qh2-rcc1562018-10-0911:30:00,qh2-rcc156 ,2018-10-09 11:30:00,20.61,240.8,528843.46,833931.2,19.93,61.0,55.52,8986.83,9004.33,8940.17,9045.17,515639.0,420406.0,8.0,64.0,64.0,80.93,82.04,322.84,61.0
2,qh2-rcc1562018-10-0911:40:00,qh2-rcc156 ,2018-10-09 11:40:00,20.92,243.33,764417.78,1025772.05,19.98,61.63,56.47,8984.5,8970.5,8944.83,9023.0,515639.0,420406.0,8.0,64.0,64.0,81.62,82.9,326.23,61.63
3,qh2-rcc1562018-10-0911:50:00,qh2-rcc156 ,2018-10-09 11:50:00,19.93,236.93,1432045.07,1479236.93,20.0,61.12,55.72,8995.0,8976.33,8939.0,9021.83,515639.0,420406.0,8.0,64.0,64.0,81.12,80.72,317.65,61.12
4,qh2-rcc1562018-10-0912:00:00,qh2-rcc156 ,2018-10-09 12:00:00,20.99,255.39,735901.08,719076.38,20.0,62.17,57.38,8976.8,8954.17,8931.53,9015.77,515639.0,420406.0,8.0,64.0,64.0,82.17,87.01,342.39,62.17
5,qh2-rcc1562018-10-0912:10:00,qh2-rcc156 ,2018-10-09 12:10:00,21.07,255.47,652728.55,743556.56,20.0,62.27,57.52,9084.83,9062.67,9031.17,9109.33,515639.0,420406.0,8.0,64.0,64.0,82.27,87.03,342.5,62.27
6,qh2-rcc1562018-10-0912:20:00,qh2-rcc156 ,2018-10-09 12:20:00,20.12,250.4,1072672.33,1242776.77,20.0,61.65,56.58,8998.5,8986.83,8948.33,9007.83,515639.0,420406.0,8.0,64.0,64.0,81.65,85.31,335.71,61.65
7,qh2-rcc1562018-10-0912:30:00,qh2-rcc156 ,2018-10-09 12:30:00,20.91,256.0,707073.21,679321.04,20.0,62.07,57.3,9073.17,9046.33,9012.5,9056.83,515639.0,420406.0,8.0,64.0,64.0,82.07,87.21,343.21,62.07
8,qh2-rcc1562018-10-0912:40:00,qh2-rcc156 ,2018-10-09 12:40:00,20.64,254.53,512929.28,657863.78,20.0,61.6,57.17,9012.5,9017.17,8988.0,9069.67,515639.0,420406.0,8.0,64.0,64.0,81.6,86.72,341.25,61.6
9,qh2-rcc1562018-10-0912:50:00,qh2-rcc156 ,2018-10-09 12:50:00,20.25,251.87,1070913.75,1037206.48,20.0,61.67,56.3,9089.5,9065.0,9019.5,9095.33,515639.0,420406.0,8.0,64.0,64.0,81.67,85.81,337.67,61.67
10,qh2-rcc1562018-10-0913:00:00,qh2-rcc156 ,2018-10-09 13:00:00,19.19,245.76,788326.61,743292.11,20.0,60.98,54.22,9019.27,8995.0,8953.0,9028.13,515639.0,420406.0,8.0,64.0,64.0,80.98,83.73,329.49,60.98
11,qh2-rcc1562018-10-0913:10:00,qh2-rcc156 ,2018-10-09 13:10:00,16.66,235.2,714271.21,756250.28,20.0,58.79,55.3,8975.17,8954.17,8918.0,8984.5,515639.0,420406.0,8.0,64.0,64.0,78.79,80.13,315.33,58.79
12,qh2-rcc1562018-10-0913:20:00,qh2-rcc156 ,2018-10-09 13:20:00,15.12,232.0,350059.61,381157.64,20.0,57.0,53.95,9052.17,9024.17,8993.83,9059.17,515639.0,420406.0,8.0,64.0,64.0,77.0,79.04,311.04,57.0
13,qh2-rcc1562018-10-0913:30:00,qh2-rcc156 ,2018-10-09 13:30:00,15.69,232.0,447829.65,340136.79,19.95,57.35,53.67,9047.5,9018.33,8986.83,9068.5,515639.0,420406.0,8.0,64.0,64.0,77.3,79.04,311.04,57.35
14,qh2-rcc1562018-10-0913:40:00,qh2-rcc156 ,2018-10-09 13:40:00,14.92,232.0,310085.1,301743.4,20.0,57.05,53.53,9033.5,9007.83,8990.33,9045.17,515639.0,420406.0,8.0,64.0,64.0,77.05,79.04,311.04,57.05
15,qh2-rcc1562018-10-0913:50:00,qh2-rcc156 ,2018-10-09 13:50:00,15.05,232.0,405819.09,286275.51,20.0,57.26,53.61,9049.83,9010.17,8981.0,9040.5,515639.0,420406.0,8.0,64.0,64.0,77.26,79.04,311.04,57.26
16,qh2-rcc1562018-10-0914:00:00,qh2-rcc156 ,2018-10-09 14:00:00,15.48,232.0,456164.8,411412.81,19.77,57.15,53.45,9091.83,9059.17,9035.83,9091.83,515639.0,420406.0,8.0,64.0,64.0,76.92,79.04,311.04,57.15
17,qh2-rcc1562018-10-0914:10:00,qh2-rcc156 ,2018-10-09 14:10:00,15.85,228.27,302326.14,299260.46,19.97,56.52,53.05,9056.83,9031.17,8998.5,9062.67,515639.0,420406.0,8.0,64.0,64.0,76.48,77.77,306.03,56.52
18,qh2-rcc1562018-10-0914:20:00,qh2-rcc156 ,2018-10-09 14:20:00,15.61,230.53,328664.01,338322.92,20.0,55.8,52.15,9441.83,9409.17,9385.83,9436.0,515639.0,420406.0,8.0,64.0,64.0,75.8,78.54,309.07,55.8
19,qh2-rcc1562018-10-0914:30:00,qh2-rcc156 ,2018-10-09 14:30:00,15.33,226.0,392983.62,387356.53,20.0,55.02,51.5,9448.83,9394.0,9408.0,9450.0,515639.0,420406.0,8.0,64.0,64.0,75.02,76.99,302.99,55.02
20,qh2-rcc1562018-10-0914:40:00,qh2-rcc156 ,2018-10-09 14:40:00,15.59,227.73,424252.34,391151.79,20.0,55.89,52.42,9444.17,9405.67,9403.33,9476.83,515639.0,420406.0,8.0,64.0,64.0,75.89,77.58,305.32,55.89
21,qh2-rcc1562018-10-0914:50:00,qh2-rcc156 ,2018-10-09 14:50:00,15.09,229.6,426783.48,292745.4,19.12,55.82,52.42,9412.67,9387.0,9370.67,9426.67,515639.0,420406.0,8.0,64.0,64.0,74.93,78.22,307.82,55.82
22,qh2-rcc1562018-10-0915:00:00,qh2-rcc156 ,2018-10-09 15:00:00,15.43,226.8,533256.12,422446.61,19.38,56.15,52.39,9374.17,9359.0,9332.17,9375.33,515639.0,420406.0,8.0,64.0,64.0,75.53,77.27,304.07,56.15
23,qh2-rcc1562018-10-0915:10:00,qh2-rcc156 ,2018-10-09 15:10:00,15.27,229.6,63469.4,63824.48,19.3,56.33,52.7,9287.83,9284.33,9231.83,9307.67,515639.0,420406.0,8.0,64.0,64.0,75.63,78.22,307.82,56.33
24,qh2-rcc1562018-10-0915:20:00,qh2-rcc156 ,2018-10-09 15:20:00,15.05,227.87,441868.13,366434.16,19.07,56.38,52.6,9308.83,9291.33,9226.0,9315.83,515639.0,420406.0,8.0,64.0,64.0,75.45,77.63,305.5,56.38
25,qh2-rcc1562018-10-0915:30:00,qh2-rcc156 ,2018-10-09 15:30:00,15.01,229.47,422631.73,311513.98,19.57,56.2,52.4,9358.3,9345.23,9306.73,9376.5,515639.0,420406.0,8.0,64.0,64.0,75.77,78.18,307.64,56.2
26,qh2-rcc1562018-10-0915:40:00,qh2-rcc156 ,2018-10-09 15:40:00,16.08,234.67,1020493.54,512064.79,19.12,56.67,53.58,9322.83,9308.83,9230.67,9319.33,515639.0,420406.0,8.0,64.0,64.0,75.78,79.95,314.61,56.67
27,qh2-rcc1562018-10-0915:50:00,qh2-rcc156 ,2018-10-09 15:50:00,19.19,248.4,1802687.82,421802.9,19.78,57.28,55.85,9885.17,9861.83,9816.33,9881.67,515639.0,420406.0,8.0,64.0,64.0,77.07,84.63,333.03,57.28
28,qh2-rcc1562018-10-0916:00:00,qh2-rcc156 ,2018-10-09 16:00:00,18.55,244.13,1003546.3,193064.49,20.0,55.94,54.12,10052.0,10027.5,9970.33,10053.17,515639.0,420406.0,8.0,64.0,64.0,75.94,83.17,327.31,55.94
29,qh2-rcc1562018-10-0916:10:00,qh2-rcc156 ,2018-10-09 16:10:00,18.66,245.33,704808.44,373922.73,20.05,56.02,54.08,10036.83,10020.5,9965.67,10043.83,515639.0,420406.0,8.0,64.0,64.0,76.07,83.58,328.91,56.02
30,qh2-rcc1562018-10-0916:20:00,qh2-rcc156 ,2018-10-09 16:20:00,18.73,247.47,588510.48,79255.5,20.0,56.12,54.3,10045.0,10031.0,9975.0,10054.33,515639.0,420406.0,8.0,64.0,64.0,76.12,84.31,331.77,56.12
31,qh2-rcc1562018-10-0916:30:00,qh2-rcc156 ,2018-10-09 16:30:00,18.84,245.07,2818926.13,474050.03,20.1,55.67,54.09,10040.92,10034.5,9989.0,10056.08,515639.0,420406.0,8.0,64.0,64.0,75.77,83.49,328.56,55.67
32,qh2-rcc1562018-10-0916:40:00,qh2-rcc156 ,2018-10-09 16:40:00,19.37,247.2,3796896.5,386260.53,20.0,55.6,53.85,10044.77,10021.67,9978.73,10052.0,515639.0,420406.0,8.0,64.0,64.0,75.6,84.22,331.42,55.6
33,qh2-rcc1562018-10-0916:50:00,qh2-rcc156 ,2018-10-09 16:50:00,18.97,243.84,3492356.28,101134.24,20.0,55.42,53.61,10033.57,10018.17,9963.33,10050.83,515639.0,420406.0,8.0,64.0,64.0,75.42,83.07,326.91,55.42
34,qh2-rcc1562018-10-0917:00:00,qh2-rcc156 ,2018-10-09 17:00:00,18.68,244.53,2844111.66,461716.32,20.0,56.18,53.62,9903.83,9893.33,9825.67,9926.0,515639.0,420406.0,8.0,64.0,64.0,76.18,83.31,327.84,56.18
35,qh2-rcc1562018-10-0917:10:00,qh2-rcc156 ,2018-10-09 17:10:00,18.78,244.67,2268007.83,583301.82,20.02,55.72,53.8,9985.5,9994.83,9888.67,9973.83,515639.0,420406.0,8.0,64.0,64.0,75.73,83.35,328.02,55.72
36,qh2-rcc1562018-10-0917:20:00,qh2-rcc156 ,2018-10-09 17:20:00,18.98,245.65,2160660.81,229976.22,20.0,55.42,53.95,10043.6,10026.8,9974.07,10060.63,515639.0,420406.0,8.0,64.0,64.0,75.42,83.69,329.34,55.42
37,qh2-rcc1562018-10-0917:30:00,qh2-rcc156 ,2018-10-09 17:30:00,18.85,247.47,2654737.96,592183.92,20.07,55.73,54.27,10033.33,10024.0,9968.0,10045.0,515639.0,420406.0,8.0,64.0,64.0,75.8,84.31,331.77,55.73
38,qh2-rcc1562018-10-0917:40:00,qh2-rcc156 ,2018-10-09 17:40:00,19.03,243.33,4132812.29,188172.21,20.0,55.97,53.92,10000.67,9963.33,9902.67,10001.83,515639.0,420406.0,8.0,64.0,64.0,75.97,82.9,326.23,55.97
39,qh2-rcc1562018-10-0917:50:00,qh2-rcc156 ,2018-10-09 17:50:00,19.11,244.4,4344541.45,459516.92,20.03,56.03,53.89,9870.47,9859.5,9809.33,9884.0,515639.0,420406.0,8.0,64.0,64.0,76.07,83.26,327.66,56.03
