,Id,Series,Time,CPU_Load,Power,Network_RX,Network_TX,Inlet_Temperature,CPU1_Temperature,CPU2_Temperature,Fan_speed1,Fan_speed2,Fan_speed3,Fan_speed4,Ram,Ram_Used,No_Of_Running_vms,CPU_cores,CPU_cores_used,Ambient_Temperature,Cooling_Power,Total_Power,CPU_Temp_Max
0,qh2-rcc1332018-10-0911:20:00,qh2-rcc133 ,2018-10-09 11:20:00,0.57,81.87,208553.31,93551.68,15.98,35.48,33.1,9345.0,9325.17,9278.5,9299.5,515639.0,285238.0,5.0,64.0,64.0,51.47,56.35,138.21,35.48
1,qh2-rcc1332018-10-0911:30:00,qh2-rcc133 ,2018-10-09 11:30:00,1.35,82.67,24841.0,101285.14,15.73,35.72,33.18,9429.0,9376.5,9348.5,9359.0,515639.0,285238.0,5.0,64.0,64.0,51.45,56.9,139.56,35.72
2,qh2-rcc1332018-10-0911:40:00,qh2-rcc133 ,2018-10-09 11:40:00,0.71,81.47,31660.34,257530.82,15.93,35.32,33.0,9437.17,9397.5,9362.5,9380.0,515639.0,285238.0,5.0,64.0,64.0,51.25,56.07,137.54,35.32
3,qh2-rcc1332018-10-0911:50:00,qh2-rcc133 ,2018-10-09 11:50:00,0.76,82.27,244042.43,92133.85,15.92,35.7,32.93,9385.83,9356.67,9308.83,9324.0,515639.0,285238.0,5.0,64.0,64.0,51.62,56.62,138.89,35.7
4,qh2-rcc1332018-10-0912:00:00,qh2-rcc133 ,2018-10-09 12:00:00,0.86,81.6,192272.92,92707.03,15.92,35.65,33.0,9460.5,9423.17,9387.0,9411.5,515639.0,285238.0,5.0,64.0,64.0,51.57,56.16,137.76,35.65
5,qh2-rcc1332018-10-0912:10:00,qh2-rcc133 ,2018-10-09 12:10:00,0.73,81.6,24607.12,107322.03,16.0,35.8,33.25,9486.17,9436.0,9395.17,9419.67,515639.0,285238.0,5.0,64.0,64.0,51.8,56.16,137.76,35.8
6,qh2-rcc1332018-10-0912:20:00,qh2-rcc133 ,2018-10-09 12:20:00,0.72,82.0,31489.61,241247.99,16.0,35.83,33.0,9436.0,9397.5,9362.5,9374.17,515639.0,285238.0,5.0,64.0,64.0,51.83,56.44,138.44,35.83
7,qh2-rcc1332018-10-0912:30:00,qh2-rcc133 ,2018-10-09 12:30:00,0.63,82.4,225049.86,100470.37,16.0,35.93,33.07,9478.0,9441.83,9413.83,9420.83,515639.0,285238.0,5.0,64.0,64.0,51.93,56.71,139.11,35.93
8,qh2-rcc1332018-10-0912:40:00,qh2-rcc133 ,2018-10-09 12:40:00,0.67,80.8,25043.19,94163.31,15.78,35.92,33.22,9478.0,9437.17,9399.83,9408.0,515639.0,285238.0,5.0,64.0,64.0,51.7,55.61,136.41,35.92
9,qh2-rcc1332018-10-0912:50:00,qh2-rcc133 ,2018-10-09 12:50:00,1.27,82.27,210754.9,89378.25,16.0,35.95,33.23,9426.67,9403.33,9355.5,9377.67,515639.0,285238.0,5.0,64.0,64.0,51.95,56.62,138.89,35.95
