,Id,Series,Time,CPU_Load,Power,Network_RX,Network_TX,Inlet_Temperature,CPU1_Temperature,CPU2_Temperature,Fan_speed1,Fan_speed2,Fan_speed3,Fan_speed4,Ram,Ram_Used,No_Of_Running_vms,CPU_cores,CPU_cores_used,Ambient_Temperature,Cooling_Power,Total_Power,CPU_Temp_Max
0,qh2-rcc1342018-10-0911:20:00,qh2-rcc134 ,2018-10-09 11:20:00,23.35,258.67,937011.72,964693.95,16.0,73.3,58.17,9354.33,9322.83,9280.83,9303.0,515639.0,420406.0,7.0,64.0,64.0,89.3,118.95,377.61,73.3
1,qh2-rcc1342018-10-0911:30:00,qh2-rcc134 ,2018-10-09 11:30:00,23.52,263.07,435859.19,437722.76,15.78,73.98,57.92,9419.67,9376.5,9347.33,9360.17,515639.0,420406.0,7.0,64.0,64.0,89.77,120.97,384.04,73.98
2,qh2-rcc1342018-10-0911:40:00,qh2-rcc134 ,2018-10-09 11:40:00,23.82,264.8,491201.51,698190.69,15.92,74.1,58.33,9433.67,9394.0,9367.17,9380.0,515639.0,420406.0,7.0,64.0,64.0,90.02,121.77,386.57,74.1
3,qh2-rcc1342018-10-0911:50:00,qh2-rcc134 ,2018-10-09 11:50:00,23.21,264.27,971985.75,973802.29,15.92,73.53,58.25,9381.17,9343.83,9314.67,9321.67,515639.0,420406.0,7.0,64.0,64.0,89.45,121.52,385.79,73.53
4,qh2-rcc1342018-10-0912:00:00,qh2-rcc134 ,2018-10-09 12:00:00,23.76,271.73,513548.25,411741.31,15.87,74.63,58.65,9464.0,9430.17,9380.0,9408.0,515639.0,420406.0,7.0,64.0,64.0,90.5,124.96,396.69,74.63
5,qh2-rcc1342018-10-0912:10:00,qh2-rcc134 ,2018-10-09 12:10:00,23.58,272.0,372335.91,2683326.31,16.0,74.67,58.12,9482.67,9436.0,9395.17,9420.83,515639.0,420406.0,7.0,64.0,64.0,90.67,125.08,397.08,74.67
6,qh2-rcc1342018-10-0912:20:00,qh2-rcc134 ,2018-10-09 12:20:00,23.22,269.47,769391.74,974200.13,16.0,73.65,58.03,9436.0,9394.0,9374.17,9377.67,515639.0,420406.0,7.0,64.0,64.0,89.65,123.91,393.38,73.65
7,qh2-rcc1342018-10-0912:30:00,qh2-rcc134 ,2018-10-09 12:30:00,23.88,276.8,506693.49,433520.24,16.0,74.37,58.7,9488.5,9440.67,9417.33,9423.17,515639.0,420406.0,7.0,64.0,64.0,90.37,127.29,404.09,74.37
8,qh2-rcc1342018-10-0912:40:00,qh2-rcc134 ,2018-10-09 12:40:00,23.42,274.93,261034.26,343937.08,15.8,74.88,58.27,9482.67,9436.0,9406.83,9405.67,515639.0,420406.0,7.0,64.0,64.0,90.68,126.43,401.36,74.88
9,qh2-rcc1342018-10-0912:50:00,qh2-rcc134 ,2018-10-09 12:50:00,23.16,272.0,937553.94,777825.23,16.0,73.85,58.02,9433.67,9392.83,9356.67,9380.0,515639.0,420406.0,7.0,64.0,64.0,89.85,125.08,397.08,73.85
10,qh2-rcc1342018-10-0913:00:00,qh2-rcc134 ,2018-10-09 13:00:00,21.58,264.27,683491.75,598559.95,16.0,71.67,57.38,9262.17,9221.33,9175.83,9189.83,515639.0,420406.0,7.0,64.0,64.0,87.67,121.52,385.79,71.67
11,qh2-rcc1342018-10-0913:10:00,qh2-rcc134 ,2018-10-09 13:10:00,20.78,263.07,435486.62,435121.57,16.0,71.13,57.6,9198.0,9139.67,9115.17,9108.17,515639.0,420406.0,7.0,64.0,64.0,87.13,120.97,384.04,71.13
12,qh2-rcc1342018-10-0913:20:00,qh2-rcc134 ,2018-10-09 13:20:00,20.96,271.33,362104.82,482612.82,16.0,71.28,57.67,9247.0,9186.33,9157.17,9158.33,515639.0,420406.0,7.0,64.0,64.0,87.28,124.77,396.11,71.28
13,qh2-rcc1342018-10-0913:30:00,qh2-rcc134 ,2018-10-09 13:30:00,20.6,271.07,395674.31,229473.72,16.0,71.37,58.03,9242.33,9159.5,9119.83,9128.0,515639.0,420406.0,7.0,64.0,64.0,87.37,124.65,395.72,71.37
14,qh2-rcc1342018-10-0913:40:00,qh2-rcc134 ,2018-10-09 13:40:00,20.88,271.2,208853.81,202694.36,16.0,71.23,58.03,9235.33,9200.33,9161.83,9161.83,515639.0,420406.0,7.0,64.0,64.0,87.23,124.71,395.91,71.23
15,qh2-rcc1342018-10-0913:50:00,qh2-rcc134 ,2018-10-09 13:50:00,20.85,272.0,334762.56,208841.27,16.0,71.22,58.52,9251.67,9191.0,9156.0,9166.5,515639.0,420406.0,7.0,64.0,64.0,87.22,125.08,397.08,71.22
16,qh2-rcc1342018-10-0914:00:00,qh2-rcc134 ,2018-10-09 14:00:00,20.96,271.2,345569.13,276067.69,16.0,71.22,58.02,9261.0,9202.67,9154.83,9160.67,515639.0,420406.0,7.0,64.0,64.0,87.22,124.71,395.91,71.22
17,qh2-rcc1342018-10-0914:10:00,qh2-rcc134 ,2018-10-09 14:10:00,20.86,268.8,210732.36,206709.64,16.0,71.05,58.17,9170.0,9126.83,9103.5,9095.33,515639.0,420406.0,7.0,64.0,64.0,87.05,123.61,392.41,71.05
18,qh2-rcc1342018-10-0914:20:00,qh2-rcc134 ,2018-10-09 14:20:00,21.02,268.4,342155.2,265498.77,16.0,71.15,58.2,9200.33,9168.83,9115.17,9128.0,515639.0,420406.0,7.0,64.0,64.0,87.15,123.42,391.82,71.15
19,qh2-rcc1342018-10-0914:30:00,qh2-rcc134 ,2018-10-09 14:30:00,20.68,268.67,310019.69,409790.96,16.0,70.98,58.13,9210.83,9146.67,9109.33,9114.0,515639.0,420406.0,7.0,64.0,64.0,86.98,123.55,392.21,70.98
20,qh2-rcc1342018-10-0914:40:00,qh2-rcc134 ,2018-10-09 14:40:00,20.79,271.33,755367.79,285313.37,16.0,71.72,57.95,9268.0,9195.67,9161.83,9164.17,515639.0,420406.0,7.0,64.0,64.0,87.72,124.77,396.11,71.72
21,qh2-rcc1342018-10-0914:50:00,qh2-rcc134 ,2018-10-09 14:50:00,20.66,271.33,397933.99,234722.09,16.0,71.42,57.58,9270.33,9188.67,9156.0,9154.83,515639.0,420406.0,7.0,64.0,64.0,87.42,124.77,396.11,71.42
22,qh2-rcc1342018-10-0915:00:00,qh2-rcc134 ,2018-10-09 15:00:00,20.83,270.53,328651.55,2328376.74,16.02,72.07,58.08,9250.5,9209.67,9170.0,9168.83,515639.0,420406.0,7.0,64.0,64.0,88.08,124.4,394.94,72.07
23,qh2-rcc1342018-10-0915:10:00,qh2-rcc134 ,2018-10-09 15:10:00,20.76,271.2,178250.79,119425.94,16.0,71.98,58.0,9242.33,9179.33,9150.17,9158.33,515639.0,420406.0,7.0,64.0,64.0,87.98,124.71,395.91,71.98
24,qh2-rcc1342018-10-0915:20:00,qh2-rcc134 ,2018-10-09 15:20:00,20.79,266.8,342072.86,305251.23,16.15,71.87,58.57,9251.67,9188.67,9153.67,9158.33,515639.0,420406.0,7.0,64.0,64.0,88.02,122.69,389.49,71.87
25,qh2-rcc1342018-10-0915:30:00,qh2-rcc134 ,2018-10-09 15:30:00,20.84,266.27,325804.55,357879.22,16.0,71.52,58.45,9244.67,9184.0,9153.67,9157.17,515639.0,420406.0,7.0,64.0,64.0,87.52,122.44,388.71,71.52
26,qh2-rcc1342018-10-0915:40:00,qh2-rcc134 ,2018-10-09 15:40:00,20.75,264.67,188702.88,101680.81,16.0,71.12,58.18,9230.67,9177.0,9152.5,9159.5,515639.0,420406.0,7.0,64.0,64.0,87.12,121.71,386.37,71.12
27,qh2-rcc1342018-10-0915:50:00,qh2-rcc134 ,2018-10-09 15:50:00,20.76,265.07,225876.05,220690.93,16.0,71.35,58.7,9235.33,9172.33,9146.67,9151.33,515639.0,420406.0,7.0,64.0,64.0,87.35,121.89,386.96,71.35
28,qh2-rcc1342018-10-0916:00:00,qh2-rcc134 ,2018-10-09 16:00:00,21.11,264.4,231464.84,111999.98,16.0,71.03,58.2,9126.83,9075.5,9039.33,9041.67,515639.0,420406.0,7.0,64.0,64.0,87.03,121.58,385.98,71.03
29,qh2-rcc1342018-10-0916:10:00,qh2-rcc134 ,2018-10-09 16:10:00,20.79,264.67,191192.38,197695.11,16.0,71.03,57.92,9172.33,9124.5,9096.5,9091.83,515639.0,420406.0,7.0,64.0,64.0,87.03,121.71,386.37,71.03
30,qh2-rcc1342018-10-0916:20:00,qh2-rcc134 ,2018-10-09 16:20:00,20.62,264.0,1044042.72,1449766.79,16.0,70.98,57.87,9094.17,9032.33,9010.17,8997.33,515639.0,420406.0,7.0,64.0,64.0,86.98,121.4,385.4,70.98
31,qh2-rcc1342018-10-0916:30:00,qh2-rcc134 ,2018-10-09 16:30:00,20.67,264.8,391461.08,8935459.61,16.0,71.1,57.97,9186.33,9154.83,9103.5,9112.83,515639.0,420406.0,7.0,64.0,64.0,87.1,121.77,386.57,71.1
32,qh2-rcc1342018-10-0916:40:00,qh2-rcc134 ,2018-10-09 16:40:00,20.68,264.0,425558.93,8531563.91,16.0,71.03,58.45,9188.67,9143.17,9109.33,9121.0,515639.0,420406.0,7.0,64.0,64.0,87.03,121.4,385.4,71.03
33,qh2-rcc1342018-10-0916:50:00,qh2-rcc134 ,2018-10-09 16:50:00,20.94,263.87,168178.65,9322167.0,16.0,70.95,58.85,9147.83,9073.17,9056.83,9055.67,515639.0,420406.0,7.0,64.0,64.0,86.95,121.34,385.21,70.95
34,qh2-rcc1342018-10-0917:00:00,qh2-rcc134 ,2018-10-09 17:00:00,20.92,264.0,370448.96,8136366.09,16.0,70.95,59.02,9041.67,9012.5,8968.17,8982.17,515639.0,420406.0,7.0,64.0,64.0,86.95,121.4,385.4,70.95
35,qh2-rcc1342018-10-0917:10:00,qh2-rcc134 ,2018-10-09 17:10:00,20.97,264.0,410411.87,10502253.95,16.0,70.93,59.25,9098.83,9045.17,9017.17,9026.5,515639.0,420406.0,7.0,64.0,64.0,86.93,121.4,385.4,70.93
